{PERIODS};Electricity (%_elec);Space Heating (%_sh);Passanger mobility (%_pass);Freight mobility (%_freight);PV;Wind_onshore;Wind_offshore;Hydro_river;Solar
3405;0.000110146;0;5.87E-05;0.000114155;0.00172075;0.052024035;0.224108397;0.717927801;0
3406;0.00010292;0;3.76E-05;0.000114155;0;0.053952749;0.135211317;0.717803731;0
3407;0.000112375;0;2.35E-05;0.000114155;0;0.045814737;0.159751474;0.717679661;0
3408;9.72E-05;1.66E-06;9.40E-06;0.000114155;0;0.056912633;0.109203875;0.717584222;0
3409;6.98E-05;1.83E-05;5.87E-06;0.000114155;0;0.055006191;0.07514392;0.717450608;0
3410;5.36E-05;3.32E-05;2.35E-06;0.000114155;0;0.057449377;0.065901432;0.717326538;0
3411;4.18E-05;4.32E-05;1.17E-06;0.000114155;0;0.055839146;0.063437237;0.717202467;0
3412;4.07E-05;4.82E-05;1.41E-05;0.000114155;0;0.045228996;0.055307498;0.717107029;0
3413;4.57E-05;4.98E-05;3.76E-05;0.000114155;1.20E-05;0.042678907;0.04072943;0.716982958;0
3414;5.60E-05;3.82E-05;9.40E-05;0.000114155;0.013651968;0.029574347;0.021549424;0.716858888;0.000267686
3415;8.53E-05;2.66E-05;0.0001821;0.000114155;0.058119676;0.025870594;0.059983151;0.716763449;0.003199248
3416;0.000122636;1.33E-05;0.000158603;0.000114155;0.114462015;0.012387417;0.114693906;0.716639379;0.01217681
3417;0.000144311;0;0.000146855;0.000114155;0.193582212;0.006331792;0.260853693;0.716515309;0.026945509
3418;0.00015857;0;0.000164478;0.000114155;0.286429826;0.011340656;0.410137602;0.716391239;0.02898397
3419;0.000162566;0;0.000187974;0.000114155;0.371734262;0.024741428;0.464033979;0.716286256;0.087366117
3420;0.000172828;0;0.000206772;0.000114155;0.363112508;0.032260292;0.514834316;0.716162186;0.100465911
3421;0.000162144;0;0.000187974;0.000114155;0.287843636;0.051560788;0.480296967;0.716038116;0.050758141
3422;0.000155687;0;0.000190324;0.000114155;0.248806535;0.085351133;0.456634372;0.715914045;0.022170879
3423;0.000148347;0;0.000213821;0.000114155;0.231782515;0.139660226;0.401154872;0.715818607;0.039024607
3424;0.000142505;0;0.00022322;0.000114155;0.228056367;0.17696947;0.393920247;0.715694536;0.042552792
3425;0.000138662;0;0.00022322;0.000114155;0.235346619;0.206534908;0.384839231;0.715570466;0.029190278
3426;0.000133627;0;0.000164478;0.000114155;0.182992784;0.204499292;0.331943274;0.715446396;0.019842591
3427;0.000127401;0;0.000117484;0.000114155;0.111201421;0.161201237;0.318235748;0.715341413;0.003706714
3428;0.000114219;0;8.81E-05;0.000114155;0.043523739;0.122315169;0.260632547;0.715217343;0.004705269
3429;9.99E-05;0;5.87E-05;0.000114155;0.004712985;0.089148426;0.206409716;0.715093273;0
3430;9.27E-05;0;3.76E-05;0.000114155;0;0.084491452;0.162707105;0.714997834;0
3431;0.000106225;1.33E-05;2.35E-05;0.000114155;0;0.077847859;0.132898062;0.714873764;0
3432;9.47E-05;3.16E-05;9.40E-06;0.000114155;0;0.066836821;0.109463634;0.714749694;0
3433;7.11E-05;4.32E-05;5.87E-06;0.000114155;0;0.052937168;0.067993541;0.714625623;0
3434;5.24E-05;5.48E-05;2.35E-06;0.000114155;0;0.037364923;0.044011514;0.714520641;0
3435;3.80E-05;6.15E-05;1.17E-06;0.000114155;0;0.027088846;0.02163367;0.714396571;0
3436;3.02E-05;6.48E-05;1.41E-05;0.000114155;0;0.019904054;0.006515024;0.7142725;0
3437;2.72E-05;6.48E-05;3.76E-05;0.000114155;6.52E-05;0.013750434;0.006515024;0.71414843;0
3438;2.21E-05;5.65E-05;9.40E-05;0.000114155;0.026195351;0.01050102;0.006515024;0.714052991;0.049040134
3439;2.94E-05;4.15E-05;0.0001821;0.000114155;0.12574763;0.004360763;0.006515024;0.713928921;0.026242984
3440;4.60E-05;1.83E-05;0.000158603;0.000114155;0.275243666;0.0008285;0.006515024;0.713804851;0.263239269
3441;7.24E-05;6.65E-06;0.000146855;0.000114155;0.448037985;0.000596877;0.006515024;0.713680781;0.118464281
3442;9.26E-05;0;0.000164478;0.000114155;0.57402911;0.000545652;0.006515024;0.713575798;0.05646188
3443;0.000100384;0;0.000187974;0.000114155;0.639668814;0.000472156;0.006515024;0.713451728;0.189582015
3444;0.000107993;0;0.000206772;0.000114155;0.711058068;0.000694871;0.006722129;0.713327658;0.123945902
3445;0.000108032;0;0.000187974;0.000114155;0.739709796;0.002211562;0.009902415;0.713203587;0.044895681
3446;0.000101191;0;0.000190324;0.000114155;0.724878081;0.008543354;0.013086212;0.713108149;0.198927041
3447;9.12E-05;0;0.000213821;0.000114155;0.677210653;0.015362892;0.014416596;0.712984078;0
3448;8.48E-05;0;0.00022322;0.000114155;0.587506173;0.013037746;0.022967565;0.712860008;0
3449;8.64E-05;0;0.00022322;0.000114155;0.449673855;0.021828313;0.054166667;0.712755026;0
3450;8.69E-05;3.32E-06;0.000164478;0.000114155;0.280127269;0.025104453;0.163633811;0.712630955;0
3451;8.68E-05;1.16E-05;0.000117484;0.000114155;0.126736183;0.033830434;0.184575962;0.712506885;0
3452;8.11E-05;1.99E-05;8.81E-05;0.000114155;0.035820233;0.037612137;0.087756248;0.712382815;0
3453;7.46E-05;2.66E-05;5.87E-05;0.000114155;0.002810472;0.057903716;0.139630722;0.712287376;0
3454;7.00E-05;3.82E-05;3.76E-05;0.000114155;0;0.051957221;0.175175512;0.712163306;0
3455;8.07E-05;5.15E-05;2.35E-05;0.000114155;0;0.04155865;0.091947487;0.712039236;0
3456;6.69E-05;6.31E-05;9.40E-06;0.000114155;0;0.031908402;0.076456754;0.711915165;0
3457;4.93E-05;7.31E-05;5.87E-06;0.000114155;0;0.028912883;0.074943836;0.711810183;0
3458;3.24E-05;8.47E-05;2.35E-06;0.000114155;0;0.023857248;0.088956754;0.711686113;0
3459;1.86E-05;8.81E-05;1.17E-06;0.000114155;0;0.015806095;0.103583965;0.711562042;0
3460;1.53E-05;9.31E-05;1.41E-05;0.000114155;0;0.019667976;0.140371384;0.711437972;0
3461;1.41E-05;9.14E-05;3.76E-05;0.000114155;2.57E-06;0.024993096;0.114205981;0.711342533;0
3462;9.11E-06;7.81E-05;9.40E-05;0.000114155;0.008010446;0.029142279;0.151976271;0.711218463;0.003530027
3463;1.25E-05;6.48E-05;0.0001821;0.000114155;0.046622289;0.02363676;0.13848287;0.711094393;0.002994092
3464;2.26E-05;5.48E-05;0.000158603;0.000114155;0.114432864;0.020993131;0.08960264;0.710970323;0
3465;4.24E-05;4.15E-05;0.000146855;0.000114155;0.208527957;0.024378402;0.057504914;0.71086534;0.009744297
3466;6.43E-05;2.82E-05;0.000164478;0.000114155;0.338490439;0.034289227;0.02991435;0.71074127;0.018583789
3467;7.16E-05;4.98E-06;0.000187974;0.000114155;0.447178896;0.046560832;0.045215529;0.7106172;0.103827744
3468;7.77E-05;0;0.000206772;0.000114155;0.482122035;0.073678631;0.19129458;0.710521761;0.043508574
3469;7.82E-05;0;0.000187974;0.000114155;0.47018996;0.134295017;0.249111907;0.710397691;0.081817196
3470;7.36E-05;0;0.000190324;0.000114155;0.420698897;0.211216381;0.164409576;0.71027362;0.091970971
3471;6.15E-05;0;0.000213821;0.000114155;0.405425635;0.274409582;0.117667088;0.71014955;0.204494125
3472;5.76E-05;0;0.00022322;0.000114155;0.367050427;0.266111215;0.071939062;0.710044568;0.359721633
3473;5.59E-05;0;0.00022322;0.000114155;0.306320047;0.309435996;0.078545352;0.709920497;0.452402435
3474;6.27E-05;0;0.000164478;0.000114155;0.229048349;0.291747958;0.028977113;0.709796427;0.47006597
3475;6.82E-05;0;0.000117484;0.000114155;0.112919599;0.27602204;0.022925442;0.709672357;0.322415171
3476;7.41E-05;0;8.81E-05;0.000114155;0.040258858;0.280251401;0.024877141;0.709576918;0.125808931
3477;6.98E-05;0;5.87E-05;0.000114155;0.003228013;0.233492352;0.049845549;0.709452848;0
3478;7.13E-05;0;3.76E-05;0.000114155;0;0.184439337;0.051906066;0.709328778;0
3479;8.35E-05;8.31E-06;2.35E-05;0.000114155;0;0.147392896;0.041326172;0.709204707;0
3480;6.50E-05;2.99E-05;9.40E-06;0.000114155;0;0.133907493;0.037538613;0.709099725;0
3481;4.04E-05;4.98E-05;5.87E-06;0.000114155;0;0.121348585;0.058161331;0.708975655;0
3482;2.67E-05;6.98E-05;2.35E-06;0.000114155;0;0.122250581;0.053896377;0.708851584;0
3483;1.83E-05;7.98E-05;1.17E-06;0.000114155;0;0.127796189;0.06320907;0.708756146;0
3484;1.66E-05;8.81E-05;1.41E-05;0.000114155;0;0.12601224;0.109660208;0.708632075;0
3485;2.16E-05;8.47E-05;3.76E-05;0.000114155;0.000129463;0.101927822;0.074399747;0.708508005;0
3486;3.35E-05;6.15E-05;9.40E-05;0.000114155;0.023664383;0.079669669;0.024347094;0.708383935;0.059682966
3487;6.88E-05;3.49E-05;0.0001821;0.000114155;0.119132989;0.063814576;0.009288121;0.708288496;0.298029062
3488;0.000109031;9.97E-06;0.000158603;0.000114155;0.263143545;0.032224657;0.006929233;0.708164426;0.463513088
3489;0.000132628;0;0.000146855;0.000114155;0.350578556;0.032213521;0.006925723;0.708040356;0.492231982
3490;0.000149115;0;0.000164478;0.000114155;0.454030173;0.035164497;0.006932744;0.707906741;0.491401207
3491;0.000157378;0;0.000187974;0.000114155;0.541547492;0.034367177;0.006918703;0.707811303;0.455921398
3492;0.000170138;0;0.000206772;0.000114155;0.501985678;0.048732305;0.006241224;0.707687233;0.431733229
3493;0.000163335;0;0.000187974;0.000114155;0.449711579;0.071228764;0.005816484;0.707563162;0.372986191
3494;0.000160645;0;0.000190324;0.000114155;0.463318964;0.085727521;0.006936254;0.707439092;0.309536499
3495;0.000153035;0;0.000213821;0.000114155;0.484461809;0.101509118;0.004345689;0.707343653;0.099442161
3496;0.000146694;0;0.00022322;0.000114155;0.452797269;0.108620413;0.00056164;0.707219583;0
3497;0.000143427;0;0.00022322;0.000114155;0.381486892;0.092362206;0.00056164;0.707095513;0
3498;0.000144081;0;0.000164478;0.000114155;0.257645205;0.097190671;0.00056164;0.706971443;0
3499;0.000140853;0;0.000117484;0.000114155;0.142469855;0.089767574;0.00056164;0.70686646;0
3500;0.000127747;3.32E-06;8.81E-05;0.000114155;0.044407692;0.075834514;0.000596742;0.70674239;0
3501;0.000113028;1.83E-05;5.87E-05;0.000114155;0.003672991;0.066890273;0.000624824;0.70661832;0
3502;0.000105457;2.33E-05;3.76E-05;0.000114155;0;0.076789962;0.00056164;0.706522881;0
3503;0.000113182;2.99E-05;2.35E-05;0.000114155;0;0.076364576;0.00056164;0.706398811;0
3504;9.55E-05;3.49E-05;9.40E-06;0.000114155;0;0.053509546;0.00056164;0.70627474;0
3505;6.93E-05;3.49E-05;5.87E-06;0.000114155;0;0.036748002;0.002632687;0.70615067;0
3506;5.52E-05;3.49E-05;2.35E-06;0.000114155;0;0.021921854;0.015097585;0.706045688;0
3507;4.38E-05;3.32E-05;1.17E-06;0.000114155;0;0.01255;0.033385987;0.705921617;0
3508;4.09E-05;3.16E-05;1.41E-05;0.000114155;0;0.010993221;0.054956473;0.705797547;0
3509;4.43E-05;2.99E-05;3.76E-05;0.000114155;0.000559865;0.011233753;0.032669896;0.705673477;0
3510;5.18E-05;1.99E-05;9.40E-05;0.000114155;0.034246951;0.016754862;0.026393569;0.705578038;0
3511;8.26E-05;8.31E-06;0.0001821;0.000114155;0.134019576;0.021460833;0.028545352;0.705453968;0
3512;0.000118601;8.31E-06;0.000158603;0.000114155;0.289465787;0.020492022;0.009765515;0.705329898;0
3513;0.00014043;0;0.000146855;0.000114155;0.440077267;0.018088926;0.009224937;0.705205827;0
3514;0.000155457;0;0.000164478;0.000114155;0.509358238;0.01494196;0.005244313;0.705100845;0
3515;0.000161337;0;0.000187974;0.000114155;0.588297529;0.013260461;0.017853131;0.704976775;0
3516;0.000166948;0;0.000206772;0.000114155;0.593892753;0.020429662;0.037120893;0.704852704;0.005656121
3517;0.000155879;0;0.000187974;0.000114155;0.579977571;0.029253637;0.048251896;0.704728634;0.019261248
3518;0.000155303;0;0.000190324;0.000114155;0.581206188;0.044280229;0.049076804;0.704633195;0.033978208
3519;0.000154342;0;0.000213821;0.000114155;0.558675254;0.054941604;0.024108397;0.704509125;0.059705752
3520;0.000152113;0;0.00022322;0.000114155;0.520968798;0.071233218;0.026741084;0.704385055;0.060172688
3521;0.000148846;0;0.00022322;0.000114155;0.414863609;0.084872295;0.017779416;0.704280072;0.131877174
3522;0.000151729;0;0.000164478;0.000114155;0.279511674;0.086422393;0.028285594;0.704156002;0.256736649
3523;0.000146617;0;0.000117484;0.000114155;0.136968942;0.100947876;0.137327998;0.704031932;0.292055469
3524;0.000131898;0;8.81E-05;0.000114155;0.043215942;0.098820946;0.606051671;0.703907861;0.153035277
3525;0.000120676;0;5.87E-05;0.000114155;0.003212581;0.088589411;0.759305673;0.703812423;0
3526;0.000109915;0;3.76E-05;0.000114155;0;0.108667183;0.856118366;0.703688353;0
3527;0.000116102;0;2.35E-05;0.000114155;0;0.147958593;0.885281522;0.703564282;0
3528;9.83E-05;0;9.40E-06;0.000114155;0;0.200441421;0.894271272;0.703440212;0
3529;7.02E-05;3.32E-06;5.87E-06;0.000114155;0;0.237824162;0.904840635;0.703335229;0
3530;5.42E-05;2.33E-05;2.35E-06;0.000114155;0;0.301073042;0.882143359;0.703211159;0
3531;4.48E-05;3.32E-05;1.17E-06;0.000114155;0;0.348428967;0.851189975;0.703087089;0
3532;4.29E-05;3.99E-05;1.41E-05;0.000114155;0;0.355261868;0.802197416;0.702963019;0
3533;4.38E-05;3.82E-05;3.76E-05;0.000114155;0.000144039;0.316836821;0.608937096;0.70286758;0
3534;5.43E-05;2.16E-05;9.40E-05;0.000114155;0.019134018;0.30994156;0.445212019;0.70274351;0.03013058
3535;8.53E-05;0;0.0001821;0.000114155;0.074957646;0.245681553;0.563711036;0.70261944;0.110322279
3536;0.00012106;0;0.000158603;0.000114155;0.14992215;0.215349975;0.528345268;0.702514457;0.189166478
3537;0.000143082;0;0.000146855;0.000114155;0.204109051;0.218058191;0.422307638;0.702390387;0.179778171
3538;0.000153612;0;0.000164478;0.000114155;0.240206216;0.287808126;0.538503931;0.702266316;0.163656982
3539;0.000157686;0;0.000187974;0.000114155;0.30185913;0.357353164;0.48539034;0.702142246;0.193810035
3540;0.000165641;0;0.000206772;0.000114155;0.40891772;0.375281735;0.389511373;0.702046808;0.238842332
3541;0.000161337;0;0.000187974;0.000114155;0.425688814;0.35880304;0.298473041;0.701922737;0.241657405
3542;0.00016053;0;0.000190324;0.000114155;0.451583227;0.367892046;0.265999719;0.701798667;0.305847974
3543;0.000150576;0;0.000213821;0.000114155;0.430082857;0.381275;0.145429655;0.701674597;0.253454505
3544;0.000143773;0;0.00022322;0.000114155;0.376165171;0.409444014;0.122486661;0.701569614;0.223029037
3545;0.000135088;0;0.00022322;0.000114155;0.281218706;0.371713838;0.114455209;0.701445544;0.221785887
3546;0.00013578;0;0.000164478;0.000114155;0.171019555;0.315420353;0.130458439;0.701321474;0.210846027
3547;0.000129361;0;0.000117484;0.000114155;0.098140184;0.268563309;0.178734906;0.701197403;0.190146607
3548;0.00011568;0;8.81E-05;0.000114155;0.035935121;0.200991528;0.181809885;0.701101965;0.094891179
3549;0.000102843;0;5.87E-05;0.000114155;0.002490672;0.155867208;0.200365066;0.700977895;0
3550;9.52E-05;0;3.76E-05;0.000114155;0;0.14136177;0.220633249;0.700853824;0
3551;0.000110415;0;2.35E-05;0.000114155;0;0.150081068;0.243642937;0.700729754;0
3552;9.72E-05;2.66E-05;9.40E-06;0.000114155;0;0.136894103;0.321012356;0.700624771;0
3553;7.02E-05;5.48E-05;5.87E-06;0.000114155;0;0.147000918;0.26151362;0.700500701;0
3554;5.16E-05;8.47E-05;2.35E-06;0.000114155;0;0.134626863;0.247153187;0.700577052;0
3555;3.87E-05;0.00010136;1.17E-06;0.000114155;0;0.12878059;0.249034681;0.701006526;0
3556;3.12E-05;0.000112992;1.41E-05;0.000114155;0;0.136980962;0.145735046;0.701426456;0
3557;2.56E-05;0.000112992;3.76E-05;0.000114155;0.000837654;0.136943101;0.158034962;0.701846386;0
3558;1.88E-05;9.47E-05;9.40E-05;0.000114155;0.033731669;0.148497563;0.17654451;0.702266316;0.064652366
3559;1.75E-05;7.15E-05;0.0001821;0.000114155;0.111226285;0.189688733;0.336503089;0.70269579;0.216467299
3560;2.60E-05;4.49E-05;0.000158603;0.000114155;0.220568919;0.159069852;0.570201488;0.703115721;0.315620718
3561;4.14E-05;1.66E-05;0.000146855;0.000114155;0.304138888;0.191243285;0.667954928;0.703535651;0.370857103
3562;5.52E-05;0;0.000164478;0.000114155;0.355993731;0.273095563;0.747493682;0.703955581;0.361071296
3563;7.25E-05;0;0.000187974;0.000114155;0.390733672;0.308943796;0.783508846;0.704385055;0.34695853
3564;8.34E-05;0;0.000206772;0.000114155;0.428278942;0.346959047;0.894762707;0.704804985;0.349489123
3565;8.59E-05;0;0.000187974;0.000114155;0.407852004;0.424590872;0.927067537;0.705224915;0.321321954
3566;7.66E-05;0;0.000190324;0.000114155;0.356026311;0.498663709;0.92556515;0.705654389;0.288851535
3567;6.47E-05;0;0.000213821;0.000114155;0.258055887;0.580480352;0.925512496;0.706074319;0.228932437
3568;5.94E-05;0;0.00022322;0.000114155;0.180879357;0.645363961;0.907561078;0.706494249;0.179942158
3569;5.74E-05;0;0.00022322;0.000114155;0.102011228;0.63000775;0.918095338;0.706914179;0.118863303
3570;6.36E-05;0;0.000164478;0.000114155;0.049477345;0.545318082;0.902748526;0.707343653;0.066391326
3571;6.99E-05;0;0.000117484;0.000114155;0.023117378;0.508746025;0.857290789;0.707763583;0.048844783
3572;6.89E-05;0;8.81E-05;0.000114155;0.008737499;0.397219178;0.748497613;0.708164426;0.024670585
3573;6.15E-05;0;5.87E-05;0.000114155;0.00290907;0.450492646;0.431665965;0.708584356;0
3574;6.06E-05;1.33E-05;3.76E-05;0.000114155;0;0.452096195;0.386246841;0.709004286;0
3575;7.82E-05;3.49E-05;2.35E-05;0.000114155;0;0.45428994;0.156813395;0.709424216;0
3576;6.30E-05;5.82E-05;9.40E-06;0.000114155;0;0.407490802;0.181978377;0.70985369;0
3577;4.03E-05;6.31E-05;5.87E-06;0.000114155;0;0.307594142;0.632192502;0.71027362;0
3578;2.46E-05;6.98E-05;2.35E-06;0.000114155;0;0.251238296;0.621265094;0.71069355;0
3579;1.55E-05;7.31E-05;1.17E-06;0.000114155;0;0.240011225;0.493218197;0.711113481;0
3580;1.11E-05;7.48E-05;1.41E-05;0.000114155;0;0.229073683;0.37808551;0.711542955;0
3581;1.23E-05;7.31E-05;3.76E-05;0.000114155;0.000813648;0.202548307;0.315511794;0.711962885;0
3582;1.85E-05;6.31E-05;9.40E-05;0.000114155;0.033551621;0.177218911;0.322297108;0.712382815;0
3583;3.61E-05;5.15E-05;0.0001821;0.000114155;0.139126953;0.150468593;0.319176495;0.712802745;0.009594962
3584;5.81E-05;3.32E-05;0.000158603;0.000114155;0.307448352;0.146800474;0.309088037;0.713232219;0.073001435
3585;8.55E-05;1.99E-05;0.000146855;0.000114155;0.455086458;0.178036276;0.257375035;0.713652149;0.04924443
3586;0.000102613;3.32E-06;0.000164478;0.000114155;0.478593083;0.213073826;0.227155293;0.714072079;0.100555462
3587;0.000112182;0;0.000187974;0.000114155;0.507586046;0.293086476;0.201225077;0.714501553;0.103661939
3588;0.000115949;0;0.000206772;0.000114155;0.490512298;0.295451711;0.182353974;0.714921483;0.036012295
3589;0.000112644;0;0.000187974;0.000114155;0.421999534;0.281162306;0.172742909;0.715341413;0.032381152
3590;0.000104227;0;0.000190324;0.000114155;0.442657105;0.264561117;0.164876439;0.715761343;0.017085011
3591;0.000100807;0;0.000213821;0.000114155;0.408903144;0.240142627;0.169917158;0.716190817;0.005175989
3592;9.20E-05;0;0.00022322;0.000114155;0.406607096;0.218601616;0.229893288;0.716582116;0
3593;8.95E-05;0;0.00022322;0.000114155;0.31401841;0.172374856;0.238230132;0.71701159;0
3594;9.38E-05;0;0.000164478;0.000114155;0.230187799;0.123613598;0.332757652;0.71743152;0
3595;9.40E-05;8.31E-06;0.000117484;0.000114155;0.127003683;0.094362188;0.434951559;0.71785145;0
3596;8.36E-05;2.16E-05;8.81E-05;0.000114155;0.045003567;0.045505163;0.505932322;0.71827138;0
3597;7.33E-05;2.33E-05;5.87E-05;0.000114155;0.004775574;0.022612271;0.398269447;0.718700854;0
3598;6.67E-05;3.82E-05;3.76E-05;0.000114155;0;0.016690274;0.248539736;0.719120784;0
3599;8.51E-05;5.48E-05;2.35E-05;0.000114155;0;0.017512093;0.204552794;0.719540715;0
3600;7.56E-05;6.98E-05;9.40E-06;0.000114155;0;0.036621055;0.304472058;0.719970189;0
3601;5.20E-05;8.31E-05;5.87E-06;0.000114155;0;0.155860527;0.355791912;0.720390119;0
3602;3.33E-05;9.97E-05;2.35E-06;0.000114155;0;0.343959074;0.406564167;0.720810049;0
3603;2.10E-05;0.000108007;1.17E-06;0.000114155;0;0.435595229;0.363008986;0.721229979;0
3604;1.48E-05;0.000114653;1.41E-05;0.000114155;0;0.497318509;0.329391323;0.721659453;0
3605;1.39E-05;0.000112992;3.76E-05;0.000114155;0.000480987;0.528371685;0.341512216;0.722079383;0
3606;9.84E-06;8.64E-05;9.40E-05;0.000114155;0.019767617;0.53941613;0.544036085;0.722499313;0.047921496
3607;1.54E-05;5.65E-05;0.0001821;0.000114155;0.065084983;0.499334082;0.713510952;0.722919243;0.172646481
3608;3.11E-05;1.99E-05;0.000158603;0.000114155;0.128090834;0.451739851;0.706813395;0.723348717;0.242583915
3609;5.28E-05;0;0.000146855;0.000114155;0.222160205;0.399328291;0.787598287;0.723768647;0.338165041
3610;7.44E-05;0;0.000164478;0.000114155;0.255646666;0.486521278;0.874835018;0.724188577;0.32679201
3611;8.27E-05;0;0.000187974;0.000114155;0.255043074;0.600157237;0.906701067;0.724608508;0.234615596
3612;8.57E-05;0;0.000206772;0.000114155;0.23424918;0.625751664;0.897918422;0.72500935;0.055492992
3613;8.60E-05;0;0.000187974;0.000114155;0.189885215;0.664902763;0.916059393;0.72542928;0.032681769
3614;7.18E-05;0;0.000190324;0.000114155;0.167868705;0.666156649;0.918362117;0.725858754;0.030093094
3615;6.70E-05;0;0.000213821;0.000114155;0.145084846;0.695552824;0.932178461;0.726278684;0.027980649
3616;6.43E-05;0;0.00022322;0.000114155;0.133959559;0.73371284;0.928250491;0.726698614;0.027450729
3617;7.24E-05;0;0.00022322;0.000114155;0.09939538;0.7404767;0.940711879;0.727128088;0.018169048
3618;7.68E-05;0;0.000164478;0.000114155;0.057720997;0.691550632;0.926091688;0.727548018;0.016531742
3619;7.77E-05;0;0.000117484;0.000114155;0.032267274;0.674002904;0.873399326;0.727967949;0.002819471
3620;6.87E-05;3.32E-06;8.81E-05;0.000114155;0.008097041;0.657570979;0.41741435;0.728387879;0
3621;6.20E-05;2.16E-05;5.87E-05;0.000114155;0.00110344;0.603319792;0.19662665;0.728817353;0
3622;5.49E-05;4.32E-05;3.76E-05;0.000114155;0;0.521739227;0.182346953;0.729237283;0
3623;7.00E-05;6.48E-05;2.35E-05;0.000114155;0;0.459677419;0.169773238;0.729657213;0
3624;6.04E-05;8.64E-05;9.40E-06;0.000114155;0;0.391230368;0.281237714;0.730077143;0
3625;4.10E-05;9.47E-05;5.87E-06;0.000114155;0;0.307609732;0.202759056;0.654871476;0
3626;2.52E-05;0.000103022;2.35E-06;0.000114155;0;0.204926905;0.567386268;0.655405933;0
3627;1.43E-05;0.000108007;1.17E-06;0.000114155;0;0.140359551;0.502643218;0.655911758;0
3628;8.38E-06;0.000109668;1.41E-05;0.000114155;0;0.087061585;0.417888234;0.656417583;0
3629;6.53E-06;0.000106345;3.76E-05;0.000114155;0.001280917;0.077645188;0.366771974;0.656932951;0
3630;1.42E-06;9.14E-05;9.40E-05;0.000114155;0.033307269;0.057738907;0.234238978;0.657438776;0.0433871
3631;3.54E-06;8.64E-05;0.0001821;0.000114155;0.111135403;0.04021345;0.10729781;0.657944601;0
3632;1.50E-05;8.47E-05;0.000158603;0.000114155;0.209645116;0.024808242;0.075691519;0.65845997;0
3633;3.26E-05;6.81E-05;0.000146855;0.000114155;0.284734797;0.020719192;0.11081859;0.658984883;0.038938092
3634;5.39E-05;6.65E-05;0.000164478;0.000114155;0.375680755;0.019632342;0.11614715;0.659500251;0
3635;6.45E-05;6.48E-05;0.000187974;0.000114155;0.516447007;0.023685758;0.19381845;0.660006076;0
3636;7.56E-05;4.15E-05;0.000206772;0.000114155;0.568377299;0.035828189;0.302695872;0.660511901;0.165406675
3637;7.79E-05;1.83E-05;0.000187974;0.000114155;0.638774572;0.063994976;0.395352429;0.66102727;0.251670783
3638;6.67E-05;0;0.000190324;0.000114155;0.600588845;0.067037265;0.389669334;0.661533095;0.226537898
3639;5.78E-05;0;0.000213821;0.000114155;0.535491858;0.072504922;0.399311991;0.66203892;0.277972336
3640;5.76E-05;0;0.00022322;0.000114155;0.452165384;0.080531577;0.636882196;0.662573376;0.476223297
3641;5.45E-05;0;0.00022322;0.000114155;0.362790993;0.110417725;0.674319012;0.663079201;0.254574609
3642;6.26E-05;0;0.000164478;0.000114155;0.217421499;0.166960651;0.395678882;0.66359457;0.050451398
3643;7.02E-05;0;0.000117484;0.000114155;0.114371991;0.181125335;0.359905925;0.664100395;0
3644;7.15E-05;0;8.81E-05;0.000114155;0.038750737;0.145613402;0.293200646;0.66460622;0
3645;6.79E-05;1.33E-05;5.87E-05;0.000114155;0.003510947;0.176143197;0.212419264;0.665112045;0
3646;6.54E-05;1.99E-05;3.76E-05;0.000114155;0;0.294676662;0.203380371;0.665627414;0
3647;7.52E-05;2.82E-05;2.35E-05;0.000114155;0;0.458670747;0.275793316;0.66616187;0
3648;6.01E-05;3.66E-05;9.40E-06;0.000114155;0;0.485238439;0.627794159;0.666667695;0
3649;3.67E-05;4.49E-05;5.87E-06;0.000114155;0;0.502020027;0.942603903;0.66717352;0
3650;2.27E-05;5.32E-05;2.35E-06;0.000114155;0;0.557349155;0.943839511;0.667679345;0
3651;1.46E-05;5.65E-05;1.17E-06;0.000114155;0;0.60790327;0.944710053;0.668194714;0
3652;1.29E-05;5.98E-05;1.41E-05;0.000114155;0;0.637317262;0.943800899;0.668700539;0
3653;1.90E-05;5.98E-05;3.76E-05;0.000114155;4.46E-05;0.618442152;0.94312342;0.669206363;0
3654;3.14E-05;5.15E-05;9.40E-05;0.000114155;0.006597494;0.725993532;0.939820275;0.669721732;0
3655;6.79E-05;4.49E-05;0.0001821;0.000114155;0.03513862;0.765447524;0.941880792;0.670246645;0
3656;0.00010392;4.15E-05;0.000158603;0.000114155;0.079620903;0.786164489;0.944541561;0.670762014;0
3657;0.000125134;3.66E-05;0.000146855;0.000114155;0.104708527;0.793984018;0.946556445;0.671267839;0
3658;0.000140468;3.16E-05;0.000164478;0.000114155;0.137921485;0.777877257;0.953573434;0.671773664;0
3659;0.000147232;2.66E-05;0.000187974;0.000114155;0.205876099;0.75243205;0.928899888;0.672289032;0.001150146
3660;0.000153766;1.83E-05;0.000206772;0.000114155;0.233405524;0.744539024;0.815708368;0.672794857;0.001936975
3661;0.000149615;9.97E-06;0.000187974;0.000114155;0.191059817;0.73382197;0.700273799;0.673300682;0.006298675
3662;0.000146233;6.65E-06;0.000190324;0.000114155;0.162508402;0.784839333;0.708077085;0.673835139;0.000829125
3663;0.000140007;4.98E-06;0.000213821;0.000114155;0.15511698;0.798703352;0.692853131;0.674340964;0.00083847
