,First-order Sobol indices,Total-order Sobol indices
einv_op-GAS_RE,0.19946772704921426,0.19946772704921426
einv_constr-CAR_BEV,0.1323100354693228,0.1323100354693228
f_max-NUCLEAR,0.10748701634136507,0.10748701634136507
other-share_mobility_public_max,0.09624235105018722,0.09624235105018722
f_max-DHN_DEEP_GEO,0.03826614057091622,0.03826614057091622
einv_constr-PV,0.03712266450609289,0.03712266450609289
f_max-WIND_OFFSHORE,0.031484155864402244,0.031484155864402244
einv_op-WET_BIOMASS,0.02940909175456794,0.02940909175456794
avail-WOOD,0.028367364995389895,0.028367364995389895
TRANSPORTATION-MOBILITY_PASSENGER,0.01809646130336205,0.01809646130336205
einv_constr-IND_BOILER_OIL,0.01713674462720647,0.01713674462720647
INDUSTRY-NON_ENERGY,0.01704947888195823,0.01704947888195823
avail-WET_BIOMASS,0.015896578056358236,0.015896578056358236
c_pt-PV,0.014143394834592567,0.014143394834592567
einv_op-METHANOL,0.013377593782885486,0.013377593782885486
SERVICES-LIGHTING,0.011889622464793206,0.011889622464793206
einv_constr-CAR_PHEV,0.01060395359645005,0.01060395359645005
f_max-WIND_ONSHORE,0.010303802919447226,0.010303802919447226
einv_constr-GAS_TO_HVC,0.009550056069568194,0.009550056069568194
c_pt-Wind_onshore,0.008754568246142676,0.008754568246142676
einv_constr-DEC_ADVCOGEN_GAS,0.007491726157529341,0.007491726157529341
einv_constr-BUS_COACH_FC_HYBRIDH2,0.007469955799636904,0.007469955799636904
einv_op-URANIUM,0.007436673345891966,0.007436673345891966
INDUSTRY-ELECTRICITY,0.006903221457092504,0.006903221457092504
INDUSTRY-HEAT_HIGH_T,0.005580497456537154,0.005580497456537154
einv_op-BIOETHANOL,0.005569781970870395,0.005569781970870395
einv_constr-HABER_BOSCH,0.0054576924353699425,0.0054576924353699425
HOUSEHOLDS-HEAT_LOW_T_SH,0.005434072917476712,0.005434072917476712
einv_constr-BIO_HYDROLYSIS,0.005425995751589979,0.005425995751589979
einv_constr-CAR_HEV,0.005109810492766694,0.005109810492766694
einv_op-H2,0.004704287858191608,0.004704287858191608
einv_constr-TRUCK_ELEC,0.004384901540394824,0.004384901540394824
einv_op-WOOD,0.004245135643382487,0.004245135643382487
einv_constr-IND_DIRECT_ELEC,0.004080781312605449,0.004080781312605449
einv_constr-DHN_COGEN_BIO_HYDROLYSIS,0.003387558242078844,0.003387558242078844
einv_constr-BOAT_FREIGHT_NG,0.0029955484059097136,0.0029955484059097136
avail-WASTE,0.0028759632702338757,0.0028759632702338757
einv_constr-AMMONIA_TO_H2,0.0025833942057429493,0.0025833942057429493
other-share_heat_dhn_max,0.0025516532339426787,0.0025516532339426787
einv_constr-DEC_COGEN_GAS,0.0023390472271013958,0.0023390472271013958
einv_constr-CAR_NG,0.0022889764944744053,0.0022889764944744053
einv_constr-TRAIN_FREIGHT,0.0022574246695172577,0.0022574246695172577
einv_constr-DHN_BOILER_WOOD,0.002154608731948996,0.002154608731948996
SERVICES-ELECTRICITY,0.0020957668895146553,0.0020957668895146553
einv_constr-DHN_SOLAR,0.0020734761959934813,0.0020734761959934813
c_pt-Solar,0.0020456378228289242,0.0020456378228289242
other-ELECTRICITY,0.0020083896187652857,0.0020083896187652857
INDUSTRY-HEAT_LOW_T_HW,0.0019431264739572893,0.0019431264739572893
einv_constr-DEC_BOILER_OIL,0.0019037028990403445,0.0019037028990403445
einv_constr-TRAMWAY_TROLLEY,0.0016131148174937252,0.0016131148174937252
HOUSEHOLDS-ELECTRICITY,0.0015245832690023958,0.0015245832690023958
einv_constr-TRUCK_FUEL_CELL,0.0014789566668282294,0.0014789566668282294
einv_op-ELECTRICITY,0.0014483745959059718,0.0014483745959059718
einv_constr-WIND_ONSHORE,0.0014467813761333582,0.0014467813761333582
einv_constr-DEC_DIRECT_ELEC,0.0013943191086932902,0.0013943191086932902
einv_constr-WIND_OFFSHORE,0.0013842992509257106,0.0013842992509257106
einv_constr-TRUCK_NG,0.0013704235293546488,0.0013704235293546488
einv_op-DIESEL,0.001355716481781037,0.001355716481781037
SERVICES-HEAT_LOW_T_SH,0.0013264991257779407,0.0013264991257779407
einv_constr-CAR_GASOLINE,0.0012606456156698705,0.0012606456156698705
einv_constr-IND_BOILER_GAS,0.0011910541038409606,0.0011910541038409606
einv_constr-DEC_BOILER_WOOD,0.0011197645872955242,0.0011197645872955242
einv_constr-HYDRO_RIVER,0.0011040970501705876,0.0011040970501705876
einv_constr-H2_BIOMASS,0.0010225146630592394,0.0010225146630592394
einv_constr-SYN_METHANOLATION,0.0008956115342393752,0.0008956115342393752
einv_op-BIODIESEL,0.0008035097041971686,0.0008035097041971686
einv_constr-OIL_TO_HVC,0.0007724057859614709,0.0007724057859614709
einv_constr-GASIFICATION_SNG,0.0007681766977423828,0.0007681766977423828
TRANSPORTATION-MOBILITY_FREIGHT,0.0007023598060886256,0.0007023598060886256
einv_op-H2_RE,0.0006991965770291203,0.0006991965770291203
einv_constr-DEC_COGEN_OIL,0.0006868932128738346,0.0006868932128738346
einv_op-METHANOL_RE,0.0006782146046361225,0.0006782146046361225
f_max-PV,0.0006748215513733818,0.0006748215513733818
einv_constr-IND_BOILER_COAL,0.0006109509065475279,0.0006109509065475279
einv_constr-PHS,0.0005566447592366333,0.0005566447592366333
einv_constr-IND_BOILER_WOOD,0.0005402865284527669,0.0005402865284527669
einv_constr-TRUCK_DIESEL,0.0005246941234308962,0.0005246941234308962
einv_constr-IND_COGEN_GAS,0.0004915405802804341,0.0004915405802804341
einv_constr-BOAT_FREIGHT_DIESEL,0.0004617157137703364,0.0004617157137703364
einv_constr-CAR_METHANOL,0.00044954077183137703,0.00044954077183137703
SERVICES-HEAT_LOW_T_HW,0.0004430206637581537,0.0004430206637581537
einv_constr-DHN_COGEN_WET_BIOMASS,0.0004395918747168177,0.0004395918747168177
einv_constr-BIOMETHANATION,0.0004148051825280377,0.0004148051825280377
einv_constr-GEOTHERMAL,0.000406816889353543,0.000406816889353543
other-HEAT_LOW_T_DHN,0.0003988812486893982,0.0003988812486893982
einv_constr-BIOMASS_TO_METHANOL,0.00036709932275270425,0.00036709932275270425
einv_constr-DEC_HP_ELEC,0.0003530229010158032,0.0003530229010158032
einv_op-LFO,0.0003379574960718086,0.0003379574960718086
einv_constr-TRUCK_METHANOL,0.00033516575383901325,0.00033516575383901325
einv_constr-IND_BOILER_WASTE,0.0003285308913216512,0.0003285308913216512
einv_constr-BIOMASS_TO_HVC,0.00032535768791926,0.00032535768791926
einv_constr-DHN_DEEP_GEO,0.00031227977685626383,0.00031227977685626383
einv_constr-DHN_BOILER_OIL,0.000307294712500906,0.000307294712500906
einv_constr-BUS_COACH_DIESEL,0.00029518851870411947,0.00029518851870411947
einv_constr-CCGT,0.00026733317147246277,0.00026733317147246277
c_pt-Wind_offshore,0.0002283663904717704,0.0002283663904717704
f_max-GEOTHERMAL,0.00020571390205661734,0.00020571390205661734
other-share_freight_train_max,0.00018990364953588932,0.00018990364953588932
INDUSTRY-HEAT_LOW_T_SH,0.00018744446397998214,0.00018744446397998214
einv_op-AMMONIA,0.00018157996551054783,0.00018157996551054783
einv_constr-IND_COGEN_WASTE,0.00018038583266019725,0.00018038583266019725
einv_constr-CAR_DIESEL,0.00014323301560198107,0.00014323301560198107
einv_constr-BOAT_FREIGHT_METHANOL,0.0001199409364951169,0.0001199409364951169
einv_constr-CAR_FUEL_CELL,0.0001145731330184272,0.0001145731330184272
INDUSTRY-LIGHTING,0.00011437442255036659,0.00011437442255036659
einv_constr-BUS_COACH_HYDIESEL,0.000103419901781623,0.000103419901781623
einv_op-AMMONIA_RE,0.00010001137767647275,0.00010001137767647275
einv_constr-METHANE_TO_METHANOL,9.798911190270614e-05,9.798911190270614e-05
other-i_rate,8.720530105849053e-05,8.720530105849053e-05
einv_constr-SMR,5.1950593374401076e-05,5.1950593374401076e-05
einv_constr-METHANOL_TO_HVC,4.665503820961798e-05,4.665503820961798e-05
einv_constr-DHN_COGEN_WASTE,4.337339425794719e-05,4.337339425794719e-05
einv_constr-DEC_SOLAR,4.1748081803919034e-05,4.1748081803919034e-05
einv_constr-PYROLYSIS_TO_LFO,4.159462066515258e-05,4.159462066515258e-05
einv_op-GAS,4.0566397816680847e-05,4.0566397816680847e-05
einv_op-GASOLINE,4.0209729179861586e-05,4.0209729179861586e-05
