,First-order Sobol indices,Total-order Sobol indices
einv_op-GAS_RE,0.2992596074269678,0.2992596074269678
f_max-NUCLEAR,0.1299762069622153,0.1299762069622153
einv_constr-CAR_BEV,0.11300930666270838,0.11300930666270838
other-share_mobility_public_max,0.07991202819462631,0.07991202819462631
einv_constr-PV,0.04061227663371333,0.04061227663371333
avail-WOOD,0.029612280152992294,0.029612280152992294
einv_op-ELECTRICITY,0.022187036496940732,0.022187036496940732
f_max-WIND_ONSHORE,0.017273267589746885,0.017273267589746885
einv_op-WET_BIOMASS,0.016422314012303423,0.016422314012303423
f_max-DHN_DEEP_GEO,0.016322654094687417,0.016322654094687417
INDUSTRY-NON_ENERGY,0.013604455584460565,0.013604455584460565
c_pt-PV,0.013306521821616794,0.013306521821616794
einv_constr-IND_BOILER_OIL,0.011923899575843756,0.011923899575843756
einv_constr-TRAMWAY_TROLLEY,0.011399535259273135,0.011399535259273135
einv_op-BIODIESEL,0.01126441193260672,0.01126441193260672
einv_constr-DHN_COGEN_WASTE,0.011056066961321213,0.011056066961321213
f_max-WIND_OFFSHORE,0.008997530133078824,0.008997530133078824
other-share_freight_boat_max,0.007526812701763965,0.007526812701763965
einv_op-METHANOL,0.007315481839479867,0.007315481839479867
einv_op-BIOETHANOL,0.006413577005369057,0.006413577005369057
avail-WET_BIOMASS,0.005786270501802309,0.005786270501802309
einv_constr-BUS_COACH_FC_HYBRIDH2,0.005484800873746658,0.005484800873746658
einv_constr-DHN_COGEN_GAS,0.005454718018818181,0.005454718018818181
einv_constr-CAR_PHEV,0.0051533196603527785,0.0051533196603527785
einv_constr-DEC_BOILER_WOOD,0.004879787887287822,0.004879787887287822
INDUSTRY-ELECTRICITY,0.004766700443069075,0.004766700443069075
c_pt-Wind_offshore,0.004603302411038101,0.004603302411038101
einv_constr-DEC_COGEN_GAS,0.004486368513608929,0.004486368513608929
einv_op-METHANOL_RE,0.004318681087117251,0.004318681087117251
einv_constr-BIOMASS_TO_METHANOL,0.003705318077155054,0.003705318077155054
avail-WASTE,0.0036958829694667614,0.0036958829694667614
einv_constr-METHANE_TO_METHANOL,0.0036755742838118764,0.0036755742838118764
einv_constr-CAR_NG,0.00353832774432342,0.00353832774432342
einv_constr-CAR_HEV,0.0033722125738250164,0.0033722125738250164
einv_constr-DEC_BOILER_OIL,0.003271959850366517,0.003271959850366517
einv_constr-AMMONIA_TO_H2,0.0031844922426524738,0.0031844922426524738
einv_op-URANIUM,0.00295838174172544,0.00295838174172544
SERVICES-LIGHTING,0.002752734459881715,0.002752734459881715
TRANSPORTATION-MOBILITY_PASSENGER,0.0025398785199266206,0.0025398785199266206
einv_constr-DHN_COGEN_BIO_HYDROLYSIS,0.002420785449525089,0.002420785449525089
einv_op-H2,0.0023736288427406394,0.0023736288427406394
einv_constr-CAR_DIESEL,0.0023722130213992927,0.0023722130213992927
einv_op-AMMONIA_RE,0.0022923090991961723,0.0022923090991961723
einv_constr-IND_BOILER_WASTE,0.002093624396345003,0.002093624396345003
einv_constr-TRUCK_DIESEL,0.0020375016373170374,0.0020375016373170374
einv_constr-IND_BOILER_COAL,0.0019598582573659004,0.0019598582573659004
einv_constr-IND_COGEN_WASTE,0.0018038882513348932,0.0018038882513348932
einv_op-GAS,0.0017292764901740646,0.0017292764901740646
einv_constr-IND_BOILER_WOOD,0.0016088066038311075,0.0016088066038311075
einv_op-DIESEL,0.0015468241213904932,0.0015468241213904932
f_max-GEOTHERMAL,0.00148363770667298,0.00148363770667298
einv_constr-DEC_DIRECT_ELEC,0.0014089929073100886,0.0014089929073100886
einv_constr-TRAIN_PUB,0.0012645666010712977,0.0012645666010712977
einv_constr-DHN_COGEN_WET_BIOMASS,0.0012379145810228601,0.0012379145810228601
einv_constr-GEOTHERMAL,0.0012357210528509415,0.0012357210528509415
einv_constr-DHN_COGEN_WOOD,0.0012218322091983038,0.0012218322091983038
einv_constr-SYN_METHANOLATION,0.0012086025623235634,0.0012086025623235634
einv_constr-BOAT_FREIGHT_DIESEL,0.0010601957475318623,0.0010601957475318623
einv_constr-BIO_HYDROLYSIS,0.0010535249969720155,0.0010535249969720155
einv_constr-IND_COGEN_WOOD,0.001019292283862993,0.001019292283862993
other-i_rate,0.0009490771690060072,0.0009490771690060072
einv_constr-BATT_LI,0.000879536782994636,0.000879536782994636
c_pt-Hydro_river,0.0008690248273435256,0.0008690248273435256
einv_constr-CCGT_AMMONIA,0.0008211156993499485,0.0008211156993499485
einv_constr-TRUCK_NG,0.0007874843822114637,0.0007874843822114637
einv_constr-BOAT_FREIGHT_METHANOL,0.000784377547090458,0.000784377547090458
einv_constr-DHN_BOILER_OIL,0.000777122068968249,0.000777122068968249
einv_op-GASOLINE,0.0006612785652160659,0.0006612785652160659
einv_constr-DEC_COGEN_OIL,0.0006180656742082514,0.0006180656742082514
other-import_capacity,0.0005804219353235808,0.0005804219353235808
HOUSEHOLDS-HEAT_LOW_T_HW,0.0005726168103574333,0.0005726168103574333
einv_constr-TRUCK_METHANOL,0.0005315224697549287,0.0005315224697549287
einv_constr-WIND_OFFSHORE,0.000522725067855741,0.000522725067855741
einv_op-LFO,0.0005035372986424024,0.0005035372986424024
einv_constr-NUCLEAR,0.0004882420555589079,0.0004882420555589079
c_pt-Wind_onshore,0.00048023934309898686,0.00048023934309898686
einv_constr-DHN_BOILER_WOOD,0.000465481088486704,0.000465481088486704
einv_constr-PYROLYSIS_TO_LFO,0.0004599004585696626,0.0004599004585696626
