,First-order Sobol indices,Total-order Sobol indices
einv_op-GAS_RE,0.23092197408929704,0.23092197408929704
einv_constr-CAR_BEV,0.1403193066503237,0.1403193066503237
einv_constr-PV,0.06753619974612482,0.06753619974612482
f_max-NUCLEAR,0.06546553338210018,0.06546553338210018
other-share_mobility_public_max,0.04481569105052466,0.04481569105052466
einv_constr-CAR_FUEL_CELL,0.023815521161691805,0.023815521161691805
INDUSTRY-NON_ENERGY,0.022979646806167812,0.022979646806167812
avail-WOOD,0.021105251311121946,0.021105251311121946
f_max-WIND_ONSHORE,0.018606394238465378,0.018606394238465378
c_pt-PV,0.017797492788825416,0.017797492788825416
einv_constr-IND_BOILER_OIL,0.01654831027672183,0.01654831027672183
einv_constr-BIO_HYDROLYSIS,0.016337490822163986,0.016337490822163986
f_max-WIND_OFFSHORE,0.01505142641018807,0.01505142641018807
einv_op-H2,0.015016034406031805,0.015016034406031805
avail-WET_BIOMASS,0.014037619865408697,0.014037619865408697
einv_op-METHANOL,0.01380675634536554,0.01380675634536554
c_pt-Wind_onshore,0.01293266773561238,0.01293266773561238
INDUSTRY-ELECTRICITY,0.010866911579683941,0.010866911579683941
einv_constr-DHN_COGEN_BIO_HYDROLYSIS,0.010840735096346213,0.010840735096346213
other-ELECTRICITY,0.010645490394535124,0.010645490394535124
c_pt-Wind_offshore,0.009686760843899824,0.009686760843899824
einv_constr-DHN_DEEP_GEO,0.009229898881591559,0.009229898881591559
TRANSPORTATION-MOBILITY_FREIGHT,0.008013178603582444,0.008013178603582444
einv_constr-CAR_PHEV,0.007859412769915064,0.007859412769915064
INDUSTRY-HEAT_LOW_T_HW,0.007569905299873983,0.007569905299873983
einv_op-ELECTRICITY,0.007123994732664747,0.007123994732664747
einv_constr-IND_COGEN_GAS,0.006380968535382893,0.006380968535382893
einv_constr-DEC_COGEN_GAS,0.006231210801611455,0.006231210801611455
einv_constr-HABER_BOSCH,0.0061426375326421746,0.0061426375326421746
einv_constr-METHANE_TO_METHANOL,0.006056112653421279,0.006056112653421279
other-share_freight_train_max,0.005953652267779088,0.005953652267779088
other-share_heat_dhn_max,0.0058071892088185605,0.0058071892088185605
