,First-order Sobol indices,Total-order Sobol indices
einv_op-GAS_RE,0.3038306100312729,0.3182393386591045
einv_constr-CAR_BEV,0.17098533117966944,0.18600269591392551
f_max-NUCLEAR,0.10170682737678723,0.11176184481641803
other-share_mobility_public_max,0.05872909508136477,0.06065117167131633
einv_constr-PV,0.049597624086412266,0.05559620866488024
avail-WOOD,0.03938195189887022,0.04321441370731569
einv_op-METHANOL,0.021214644603991573,0.026905861946186837
avail-WET_BIOMASS,0.019118411034576104,0.023722335225829817
c_pt-PV,0.016797016899239386,0.022079999302332065
einv_constr-CAR_NG,0.00637910773042997,0.02109166170068226
f_max-WIND_OFFSHORE,0.017075421094669155,0.0197129108425527
INDUSTRY-NON_ENERGY,0.015256378569413247,0.018122612479172615
f_max-DHN_DEEP_GEO,0.014652215163752823,0.01683195122226066
einv_constr-BIO_HYDROLYSIS,0.009204438253062558,0.015213019655330406
f_max-WIND_ONSHORE,0.012677777043288008,0.015172239036653658
einv_op-ELECTRICITY,0.011756643044579976,0.014143809253137298
einv_op-WET_BIOMASS,0.007639718370074698,0.00972400764883628
TRANSPORTATION-MOBILITY_PASSENGER,0.006988240976686182,0.009227270613740767
einv_op-URANIUM,0.004419482293466679,0.008865248564889648
c_pt-Wind_offshore,0.0056932509061856,0.008786173434242267
c_pt-Wind_onshore,0.004419945653872647,0.00828151794022691
INDUSTRY-HEAT_HIGH_T,0.003998854037456077,0.006421546824804233
einv_constr-DHN_COGEN_BIO_HYDROLYSIS,0.0017612816887868118,0.004883788803175399
einv_constr-DHN_DEEP_GEO,4.749193650794212e-06,0.004541912342140199
TRANSPORTATION-MOBILITY_FREIGHT,0.00039127731201677395,0.003645284963257574
einv_constr-BUS_COACH_DIESEL,8.008912173315479e-05,0.0034372961625382553
HOUSEHOLDS-ELECTRICITY,0.0006406199603948482,0.0033870774321854663
INDUSTRY-ELECTRICITY,0.0012585538901582303,0.003377465732721218
other-share_freight_boat_max,0.0005292996585498172,0.0033533020906270925
einv_constr-CAR_HEV,0.00030528837495302053,0.003342794687158832
einv_constr-IND_COGEN_WOOD,1.791875884682416e-05,0.0031863757974512135
einv_constr-GAS_TO_HVC,0.00010030259822926508,0.003157033954973668
einv_constr-BUS_COACH_FC_HYBRIDH2,6.830811463424231e-05,0.003032116154032758
INDUSTRY-HEAT_LOW_T_HW,0.00010479098356441885,0.002791370143057717
einv_constr-TRAMWAY_TROLLEY,8.232055605730995e-06,0.002677094764363425
einv_op-H2,1.3205504301741462e-05,0.0024711398123335787
einv_constr-CAR_PHEV,1.4095804913210994e-05,0.0024230728580596802
einv_constr-DHN_COGEN_WOOD,2.7584612334417593e-05,0.002389433097906423
other-ELECTRICITY,0.00010307317856235031,0.0022844638827270655
einv_constr-BOAT_FREIGHT_METHANOL,5.366178056809649e-05,0.002261422757683117
einv_constr-AMMONIA_TO_H2,7.849698641675736e-05,0.002200928286441586
einv_constr-DEC_ADVCOGEN_GAS,4.694991256187916e-05,0.0021995826824752047
HOUSEHOLDS-HEAT_LOW_T_HW,3.041721167984838e-06,0.002046676333383983
einv_constr-CAR_FUEL_CELL,1.2038382956260867e-05,0.0019511331698196755
einv_op-BIODIESEL,3.253394950931367e-05,0.0019349817250757348
einv_constr-DHN_COGEN_WASTE,0.0002646279719849325,0.00193181547961598
SERVICES-LIGHTING,5.328344019788105e-05,0.0018911739921154641
einv_constr-IND_BOILER_OIL,7.115932890279684e-05,0.0018659741562197301
