,First-order Sobol indices,Total-order Sobol indices
einv_constr-CAR_NG,0.3435815437907078,0.3916147730963883
einv_op-GAS,0.24238420384048318,0.2548242048974389
einv_constr-CAR_BEV,0.015009392225091393,0.06329004321701327
other-share_mobility_public_max,0.0478859330833498,0.05442299576071107
einv_op-WET_BIOMASS,0.03552556954366859,0.043486300026002477
einv_constr-DHN_COGEN_BIO_HYDROLYSIS,0.0006416020384574767,0.021832885516154685
einv_constr-TRUCK_ELEC,0.009224763551369105,0.01929859941496516
einv_op-METHANOL,0.01245295527251635,0.018109700092121886
einv_constr-TRUCK_DIESEL,0.00019992231530237817,0.017884204184585258
einv_constr-TRUCK_NG,0.005097159629232951,0.01514958392786178
einv_constr-TRUCK_FUEL_CELL,5.3445522102512876e-05,0.013695398021766187
einv_op-LFO,5.038046583860096e-05,0.01303678671575501
other-share_freight_boat_max,0.00031212593017590707,0.012017756592921463
f_max-WIND_OFFSHORE,0.005176060547886011,0.011914446272303546
f_max-WIND_ONSHORE,0.003994048579450181,0.011741464030354691
TRANSPORTATION-MOBILITY_PASSENGER,0.005794714595726086,0.011119707958749501
avail-WOOD,0.004870082818427347,0.010862518429110887
HOUSEHOLDS-HEAT_LOW_T_HW,3.423278763411243e-05,0.010788448541955943
einv_constr-TRAMWAY_TROLLEY,0.00010723289125203667,0.010373758214284415
einv_constr-H2_ELECTROLYSIS,0.0001750648976641716,0.009323203674624341
INDUSTRY-NON_ENERGY,0.0001784034640213626,0.009144650156381771
einv_constr-CAR_HEV,7.708357640928942e-05,0.00876362217742721
einv_constr-DEC_THHP_GAS,0.00010064253717725181,0.00803416573032628
einv_constr-SYN_METHANOLATION,0.0003238192470246045,0.007983523176226007
einv_constr-OIL_TO_HVC,0.00010485563507889043,0.007967837091417157
einv_constr-DEC_BOILER_OIL,3.2482000781775996e-05,0.007887668356978999
einv_constr-GAS_TO_HVC,0.00010133143017832872,0.007850571078804752
einv_op-AMMONIA_RE,0.00027603800049595125,0.0075094725908340315
einv_constr-IND_BOILER_COAL,1.908217594101957e-05,0.007457456081074344
einv_constr-IND_BOILER_WASTE,0.0003221002979191523,0.006817635384755642
c_pt-Wind_onshore,0.0020509866239008137,0.0067704430055126955
einv_constr-WIND_ONSHORE,0.001706923409903356,0.00642370777226295
INDUSTRY-HEAT_HIGH_T,0.0005886398132662232,0.0061071246911366265
einv_constr-IND_BOILER_GAS,2.765698401240198e-05,0.006006524129968835
einv_constr-BIOMASS_TO_HVC,4.3123365570867605e-05,0.005993545087609138
einv_op-H2,4.596211114069728e-06,0.00595170469986571
einv_constr-BUS_COACH_FC_HYBRIDH2,9.315239008315357e-05,0.005866271322143094
einv_constr-DHN_COGEN_GAS,0.00014623087715734262,0.005861657445226363
einv_constr-NUCLEAR,0.00014785426468213358,0.005859131562948779
einv_constr-DHN_BOILER_OIL,1.3288811737447977e-05,0.005804526600967734
einv_constr-DEC_ADVCOGEN_GAS,0.0003326877765506287,0.005274685327427265
c_pt-PV,6.499405729350163e-05,0.0052482784330668475
INDUSTRY-HEAT_LOW_T_HW,3.7986479218263215e-05,0.0049165354605878895
einv_constr-IND_COGEN_WOOD,1.0300438148311157e-05,0.0048819513000248555
einv_constr-CAR_PHEV,0.0002869461157993217,0.0048318914442099445
einv_constr-DHN_HP_ELEC,5.166252850109084e-05,0.004791674048566682
TRANSPORTATION-MOBILITY_FREIGHT,5.945919177079727e-05,0.0047779812621430145
INDUSTRY-ELECTRICITY,0.0006481239949226562,0.004691435144155165
einv_constr-DHN_SOLAR,0.000551640637811619,0.004614400179304199
einv_constr-METHANOL_TO_HVC,0.00038646464166228845,0.004584066417461451
HOUSEHOLDS-HEAT_LOW_T_SH,1.4630727802500528e-05,0.00456221246170502
einv_constr-DHN_DEEP_GEO,2.5074993715110483e-05,0.004445258016554955
other-ELECTRICITY,2.6178267154979264e-06,0.0043776575754004956
einv_constr-BIO_HYDROLYSIS,4.581089810642087e-05,0.00426976372478054
einv_constr-TRAIN_FREIGHT,0.00025260472930763097,0.0042687737064685165
einv_constr-IND_BOILER_OIL,0.00042426328010291534,0.004092113035168733
einv_constr-DEC_BOILER_WOOD,0.00017969482288693117,0.003945527239838648
einv_constr-DEC_BOILER_GAS,0.0002464956671046198,0.003856366165186867
einv_constr-DHN_COGEN_WOOD,0.00011679783064120789,0.003570293099117533
einv_constr-DEC_DIRECT_ELEC,9.522132784697465e-05,0.0035514563159896313
einv_constr-H2_BIOMASS,5.543855847373763e-05,0.003489907254643372
einv_constr-AMMONIA_TO_H2,6.470050871413804e-05,0.003231822989413739
einv_constr-DEC_COGEN_GAS,0.00017477669249735126,0.003229860280900449
einv_op-GAS_RE,9.493487012322026e-05,0.002496018352431894
