,First-order Sobol indices,Total-order Sobol indices
einv_constr-CAR_NG,0.3239636411538704,0.37477291739698004
einv_op-GAS,0.2154950077710844,0.2284931522030761
einv_constr-CAR_BEV,0.012334114646144286,0.06284450330436957
other-share_mobility_public_max,0.0467645891373893,0.05340902891332815
einv_op-WET_BIOMASS,0.04044757182548422,0.048925027378648664
einv_constr-TRUCK_ELEC,0.011212885573582933,0.019578541035575627
einv_op-METHANOL,0.01343574886521585,0.019171966880694818
einv_constr-TRUCK_DIESEL,0.00030693450606146105,0.018537917019591534
HOUSEHOLDS-HEAT_LOW_T_HW,5.75947762970972e-05,0.016941129498861292
einv_constr-TRUCK_NG,0.006403551184459938,0.01595836422517066
einv_constr-DHN_COGEN_BIO_HYDROLYSIS,0.0004544194427662661,0.01557811580488294
einv_op-LFO,0.00035816128725889307,0.015470729720810992
f_max-WIND_ONSHORE,0.006262550146020369,0.014933593258587822
f_max-WIND_OFFSHORE,0.004987797875768648,0.014489914561090294
einv_constr-TRUCK_FUEL_CELL,0.00046173490754346415,0.013908305845066108
avail-WOOD,0.005404045602008348,0.01384464178242883
einv_constr-SYN_METHANOLATION,5.5330263545213776e-05,0.01187334416349355
einv_op-H2,0.00046543056857585314,0.011651292201026524
einv_constr-DEC_THHP_GAS,0.00022034293821176102,0.011193185255363657
einv_constr-TRAMWAY_TROLLEY,5.994953203755674e-05,0.010654324061779415
other-share_freight_boat_max,0.0006634056985890247,0.009922113283994855
einv_constr-DHN_SOLAR,0.00040342180656085445,0.009762362616042911
einv_constr-OIL_TO_HVC,3.563573024156872e-05,0.009479041173276795
einv_constr-IND_BOILER_COAL,0.00015945518076887206,0.009272369703015228
einv_constr-H2_ELECTROLYSIS,8.133294294187032e-05,0.009186056095049296
einv_op-AMMONIA_RE,0.00018052168734555976,0.008909538979786882
einv_constr-CAR_HEV,0.00016681904151900356,0.008530279256792556
einv_constr-IND_BOILER_WASTE,1.1548658973193587e-05,0.008270843068805682
einv_constr-BUS_COACH_FC_HYBRIDH2,0.00018250837956143698,0.008235155723727149
c_pt-PV,0.0004340436274505472,0.008232646180602305
einv_constr-IND_BOILER_GAS,0.0004809095808400534,0.007864137518138928
INDUSTRY-HEAT_LOW_T_HW,0.00011429022492776513,0.007592583750554827
einv_constr-DHN_HP_ELEC,0.000301348376163624,0.007529802496472772
INDUSTRY-NON_ENERGY,5.09190931572079e-05,0.0074452611408437445
INDUSTRY-HEAT_HIGH_T,7.341621536546505e-05,0.0073319724703582315
einv_constr-CAR_PHEV,0.00135758963185376,0.0072672795680795025
einv_constr-DEC_BOILER_OIL,1.4230407202494818e-05,0.007237259947293629
einv_constr-TRAIN_FREIGHT,0.00014335648856367788,0.007150578312791532
einv_constr-DHN_BOILER_OIL,0.0005470175551224473,0.007130296933626254
TRANSPORTATION-MOBILITY_PASSENGER,0.0002944720721913656,0.007096499279063251
einv_constr-DHN_COGEN_GAS,0.00026910182511349977,0.007007477352247664
einv_constr-DHN_DEEP_GEO,2.179169272913829e-05,0.006994937979982677
einv_constr-AMMONIA_TO_H2,0.00011893172643892649,0.00694190296025336
einv_constr-IND_COGEN_WOOD,0.00017533320883415966,0.006765837337782501
einv_constr-DEC_ADVCOGEN_GAS,0.0002470941860978756,0.00674525347330557
einv_constr-GAS_TO_HVC,1.51771207320892e-05,0.00667216829188006
einv_constr-DHN_COGEN_WOOD,0.00026361759648633575,0.006455280529587632
einv_constr-BIOMASS_TO_HVC,0.0001587387796178974,0.006341801077001018
einv_constr-WIND_ONSHORE,0.0013342243806628224,0.006239708096625414
einv_constr-BIO_HYDROLYSIS,0.00021369021028108985,0.006235150304054404
c_pt-Wind_onshore,0.0018080789849476758,0.006201620241376242
einv_constr-DEC_BOILER_GAS,2.0243669845696044e-05,0.006194989838362124
einv_constr-H2_BIOMASS,5.3152957573138115e-05,0.005969006467721339
einv_constr-DEC_COGEN_GAS,2.2317395032380935e-05,0.0057527935673136535
other-ELECTRICITY,1.036461850462092e-05,0.00569955655204861
einv_constr-IND_BOILER_OIL,0.0004254161851921294,0.005632737369937876
einv_op-GAS_RE,0.00043989688121439047,0.005596850252820214
einv_constr-DEC_BOILER_WOOD,5.356834495029559e-05,0.005377098280926894
INDUSTRY-ELECTRICITY,8.664108469197086e-05,0.005360492659365192
TRANSPORTATION-MOBILITY_FREIGHT,3.191275100103747e-05,0.005097110295841617
einv_constr-METHANOL_TO_HVC,0.00037934979307923723,0.005042534420162688
HOUSEHOLDS-HEAT_LOW_T_SH,1.336019891770062e-05,0.0049797383618154665
einv_constr-DEC_DIRECT_ELEC,0.00011171035725697789,0.00497964399052449
einv_constr-NUCLEAR,0.0001882615693563295,0.004730618368697172
