,First-order Sobol indices,Total-order Sobol indices
einv_constr-CAR_NG,0.23800693895667552,0.23800693895667552
einv_op-GAS,0.2269682203476941,0.2269682203476941
INDUSTRY-HEAT_LOW_T_HW,0.05934034773863586,0.05934034773863586
einv_constr-WIND_ONSHORE,0.04409319984166901,0.04409319984166901
other-share_mobility_public_max,0.03540208746646104,0.03540208746646104
einv_constr-IND_BOILER_OIL,0.03210032704791008,0.03210032704791008
einv_constr-DEC_THHP_GAS,0.0185306339398996,0.0185306339398996
einv_constr-TRUCK_ELEC,0.017840115578642218,0.017840115578642218
TRANSPORTATION-MOBILITY_FREIGHT,0.015857282633049478,0.015857282633049478
einv_op-AMMONIA_RE,0.014739365393170627,0.014739365393170627
einv_constr-IND_BOILER_WASTE,0.014652012420318095,0.014652012420318095
c_pt-PV,0.014182095559250506,0.014182095559250506
einv_constr-DHN_COGEN_WOOD,0.01153518127093345,0.01153518127093345
einv_constr-DHN_COGEN_BIO_HYDROLYSIS,0.011528717468677972,0.011528717468677972
einv_constr-DEC_BOILER_WOOD,0.010256938192516595,0.010256938192516595
einv_op-METHANOL,0.00958083167309736,0.00958083167309736
einv_constr-SYN_METHANOLATION,0.008841500252863973,0.008841500252863973
einv_constr-DHN_COGEN_GAS,0.008248532142920416,0.008248532142920416
einv_constr-IND_COGEN_WOOD,0.007918805307916789,0.007918805307916789
f_max-WIND_ONSHORE,0.007811311829723535,0.007811311829723535
einv_constr-H2_BIOMASS,0.007342660341429257,0.007342660341429257
einv_constr-IND_BOILER_COAL,0.007323804644078856,0.007323804644078856
einv_constr-CAR_HEV,0.006176286135190409,0.006176286135190409
HOUSEHOLDS-ELECTRICITY,0.0060587540260066755,0.0060587540260066755
einv_constr-BUS_COACH_FC_HYBRIDH2,0.0057253977711986615,0.0057253977711986615
einv_constr-BOAT_FREIGHT_DIESEL,0.005721464140926143,0.005721464140926143
einv_constr-CAR_DIESEL,0.005691068260335585,0.005691068260335585
einv_constr-BUS_COACH_DIESEL,0.00565336023888904,0.00565336023888904
einv_op-GAS_RE,0.0052768066869662116,0.0052768066869662116
einv_constr-CAR_FUEL_CELL,0.004950445428698185,0.004950445428698185
einv_constr-METHANE_TO_METHANOL,0.004850731605627405,0.004850731605627405
avail-WOOD,0.004768799884710876,0.004768799884710876
f_max-NUCLEAR,0.004759928694958793,0.004759928694958793
einv_constr-AMMONIA_TO_H2,0.004578311284810853,0.004578311284810853
einv_constr-DEC_BOILER_GAS,0.004478763102190251,0.004478763102190251
einv_op-H2,0.004196122071398545,0.004196122071398545
einv_constr-DEC_BOILER_OIL,0.00393480937901509,0.00393480937901509
einv_op-WOOD,0.0038811335292622874,0.0038811335292622874
INDUSTRY-NON_ENERGY,0.003854501019925948,0.003854501019925948
einv_constr-IND_BOILER_WOOD,0.0036680109762561902,0.0036680109762561902
other-i_rate,0.003571731410051489,0.003571731410051489
einv_constr-BOAT_FREIGHT_NG,0.003281605873560126,0.003281605873560126
einv_constr-IND_COGEN_WASTE,0.003111723299275662,0.003111723299275662
einv_constr-CAR_BEV,0.0029812838126303575,0.0029812838126303575
einv_constr-PYROLYSIS_TO_LFO,0.0027688961906259632,0.0027688961906259632
einv_constr-TRUCK_DIESEL,0.00262499283452876,0.00262499283452876
TRANSPORTATION-MOBILITY_PASSENGER,0.0025318358985654365,0.0025318358985654365
einv_op-GASOLINE,0.002487609087297997,0.002487609087297997
avail-WET_BIOMASS,0.00241615997136394,0.00241615997136394
HOUSEHOLDS-HEAT_LOW_T_HW,0.0023410457413261965,0.0023410457413261965
f_max-DHN_DEEP_GEO,0.0021509639553470936,0.0021509639553470936
einv_constr-BIOMETHANATION,0.002100241619198074,0.002100241619198074
einv_op-WET_BIOMASS,0.0020987804461719377,0.0020987804461719377
einv_constr-IND_COGEN_GAS,0.002014421455358256,0.002014421455358256
einv_constr-NUCLEAR,0.00196269323344055,0.00196269323344055
other-share_freight_boat_max,0.0019127911139881165,0.0019127911139881165
einv_constr-DEC_ADVCOGEN_GAS,0.0018608772675873238,0.0018608772675873238
einv_op-METHANOL_RE,0.001836559760852465,0.001836559760852465
einv_op-BIOETHANOL,0.0017890178249690921,0.0017890178249690921
einv_constr-CCGT_AMMONIA,0.0017840549297914216,0.0017840549297914216
einv_constr-DEC_COGEN_OIL,0.0017341357212134621,0.0017341357212134621
einv_constr-TRUCK_NG,0.0016979636178260883,0.0016979636178260883
einv_constr-DEC_SOLAR,0.0016917008344489444,0.0016917008344489444
c_pt-Wind_offshore,0.0016691078502701787,0.0016691078502701787
einv_constr-DHN_BOILER_WOOD,0.0016386077399238711,0.0016386077399238711
HOUSEHOLDS-HEAT_LOW_T_SH,0.0015558517569793594,0.0015558517569793594
einv_constr-PYROLYSIS_TO_FUELS,0.0014948461246431827,0.0014948461246431827
einv_constr-BIOMASS_TO_HVC,0.0014607779136953678,0.0014607779136953678
other-ELECTRICITY,0.0014041620947169537,0.0014041620947169537
einv_constr-GEOTHERMAL,0.0014036717578277127,0.0014036717578277127
einv_constr-TRUCK_FUEL_CELL,0.001387319241484802,0.001387319241484802
einv_constr-DEC_ADVCOGEN_H2,0.0013852334891371067,0.0013852334891371067
einv_constr-DHN_BOILER_OIL,0.0013687307016208982,0.0013687307016208982
einv_constr-BUS_COACH_HYDIESEL,0.0013218380373117376,0.0013218380373117376
