Td 	 Time	ELECTRICITY	GASOLINE	DIESEL	BIOETHANOL	BIODIESEL	LFO	GAS	GAS_RE	WOOD	WET_BIOMASS	COAL	URANIUM	WASTE	H2	H2_RE	AMMONIA	METHANOL	AMMONIA_RE	METHANOL_RE	ELEC_EXPORT	CO2_EMISSIONS	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO	CO2_ATM	CO2_INDUSTRY	CO2_CAPTURED	NUCLEAR	CCGT	CCGT_AMMONIA	COAL_US	COAL_IGCC	PV	WIND_ONSHORE	WIND_OFFSHORE	HYDRO_RIVER	GEOTHERMAL	IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC	DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WASTE	DHN_COGEN_WET_BIOMASS	DHN_COGEN_BIO_HYDROLYSIS	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO	DHN_SOLAR	DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC	TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	TRAIN_PUB	CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_METHANOL	CAR_HEV	CAR_PHEV	CAR_BEV	CAR_FUEL_CELL	TRAIN_FREIGHT	BOAT_FREIGHT_DIESEL	BOAT_FREIGHT_NG	BOAT_FREIGHT_METHANOL	TRUCK_DIESEL	TRUCK_METHANOL	TRUCK_FUEL_CELL	TRUCK_ELEC	TRUCK_NG	HABER_BOSCH	SYN_METHANOLATION	METHANE_TO_METHANOL	BIOMASS_TO_METHANOL	ADLIBIO_TO_HVC	OIL_TO_HVC	GAS_TO_HVC	BIOMASS_TO_HVC	METHANOL_TO_HVC	AMMONIA_TO_H2	ATM_CCS	BIO_HYDROLYSIS	BIOMETHANATION	DHN	EFFICIENCY	GASIFICATION_SNG	GRID	H2_BIOMASS	H2_ELECTROLYSIS	INDUSTRY_CCS	PYROLYSIS_TO_FUELS	PYROLYSIS_TO_LFO	SMR	SYN_METHANATION	ADLIBIO_TO_FUEL	REDIFUEL	PHS_Pin	PHS_Pout	BATT_LI_Pin	BATT_LI_Pout	BEV_BATT_Pin	BEV_BATT_Pout	PHEV_BATT_Pin	PHEV_BATT_Pout	TS_DEC_DIRECT_ELEC_Pin	TS_DEC_DIRECT_ELEC_Pout	TS_DEC_HP_ELEC_Pin	TS_DEC_HP_ELEC_Pout	TS_DEC_THHP_GAS_Pin	TS_DEC_THHP_GAS_Pout	TS_DEC_COGEN_GAS_Pin	TS_DEC_COGEN_GAS_Pout	TS_DEC_COGEN_OIL_Pin	TS_DEC_COGEN_OIL_Pout	TS_DEC_ADVCOGEN_GAS_Pin	TS_DEC_ADVCOGEN_GAS_Pout	TS_DEC_ADVCOGEN_H2_Pin	TS_DEC_ADVCOGEN_H2_Pout	TS_DEC_BOILER_GAS_Pin	TS_DEC_BOILER_GAS_Pout	TS_DEC_BOILER_WOOD_Pin	TS_DEC_BOILER_WOOD_Pout	TS_DEC_BOILER_OIL_Pin	TS_DEC_BOILER_OIL_Pout	TS_DHN_DAILY_Pin	TS_DHN_DAILY_Pout	TS_DHN_SEASONAL_Pin	TS_DHN_SEASONAL_Pout	TS_HIGH_TEMP_Pin	TS_HIGH_TEMP_Pout	GAS_STORAGE_Pin	GAS_STORAGE_Pout	H2_STORAGE_Pin	H2_STORAGE_Pout	DIESEL_STORAGE_Pin	DIESEL_STORAGE_Pout	GASOLINE_STORAGE_Pin	GASOLINE_STORAGE_Pout	LFO_STORAGE_Pin	LFO_STORAGE_Pout	AMMONIA_STORAGE_Pin	AMMONIA_STORAGE_Pout	METHANOL_STORAGE_Pin	METHANOL_STORAGE_Pout	CO2_STORAGE_Pin	CO2_STORAGE_Pout	END_USE	
 1 	 1																						2.041993													-1.332736	-0.709258																																																																																																																																					0.000000	
 1 	 2																						2.542158													-1.602496	-0.939662																																																																																																																																					0.000000	
 1 	 3																						3.393276													-2.269593	-1.123683																																																																																																																																					0.000000	
 1 	 4																						4.010405													-2.867488	-1.142917																																																																																																																																					0.000000	
 1 	 5																						3.844249													-2.721971	-1.122278																																																																																																																																					0.000000	
 1 	 6																						3.719581													-2.626289	-1.093292																																																																																																																																					0.000000	
 1 	 7																						3.276713													-2.501595	-0.775119																																																																																																																																					0.000000	
 1 	 8																						4.017049													-3.187848	-0.829201																																																																																																																																					0.000000	
 1 	 9																						4.534662													-3.559017	-0.975645																																																																																																																																					0.000000	
 1 	 10																						5.499330													-4.353792	-1.145537																																																																																																																																					0.000000	
 1 	 11																						5.101113													-3.972594	-1.128518																																																																																																																																					0.000000	
 1 	 12																						5.426423													-3.715397	-1.711026																																																																																																																																					0.000000	
 1 	 13																						5.831082													-3.466771	-2.364310																																																																																																																																					0.000000	
 1 	 14																						5.207131													-2.484693	-2.722438																																																																																																																																					0.000000	
 1 	 15																						5.208644													-1.919178	-3.289466																																																																																																																																					0.000000	
 1 	 16																						6.681732													-2.127164	-4.554568																																																																																																																																					0.000000	
 1 	 17																						8.682898													-3.046114	-5.636784																																																																																																																																					0.000000	
 1 	 18																						10.550999													-4.159654	-6.391345																																																																																																																																					0.000000	
 1 	 19																						9.982938													-4.563132	-5.419806																																																																																																																																					0.000000	
 1 	 20																						11.054686													-5.619374	-5.435312																																																																																																																																					0.000000	
 1 	 21																						11.225177													-5.885630	-5.339547																																																																																																																																					0.000000	
 1 	 22																						10.364379													-5.152906	-5.211473																																																																																																																																					0.000000	
 1 	 23																						8.702592													-4.012817	-4.689774																																																																																																																																					0.000000	
 1 	 24																						6.040493													-3.025464	-3.015028																																																																																																																																					0.000000	
 2 	 1																						2.834506													-1.340891	-1.493615																																																																																																																																					0.000000	
 2 	 2																						1.845945													-0.813273	-1.032672																																																																																																																																					0.000000	
 2 	 3																						1.277781													-0.529596	-0.748185																																																																																																																																					0.000000	
 2 	 4																						1.126583													-0.427563	-0.699019																																																																																																																																					0.000000	
 2 	 5																						0.935229													-0.322547	-0.612682																																																																																																																																					0.000000	
 2 	 6																						0.834131													-0.267644	-0.566488																																																																																																																																					0.000000	
 2 	 7																						0.733658													-0.223603	-0.510055																																																																																																																																					0.000000	
 2 	 8																						0.639500													-0.216593	-0.422907																																																																																																																																					0.000000	
 2 	 9																						0.539717													-0.197366	-0.342351																																																																																																																																					0.000000	
 2 	 10																						0.460654													-0.236895	-0.223758																																																																																																																																					0.000000	
 2 	 11																						0.454996													-0.222701	-0.232295																																																																																																																																					0.000000	
 2 	 12																						0.467432													-0.148016	-0.319416																																																																																																																																					0.000000	
 2 	 13																						0.389892													-0.121154	-0.268737																																																																																																																																					0.000000	
 2 	 14																						0.193211													-0.084020	-0.109191																																																																																																																																					0.000000	
 2 	 15																						0.111392													-0.070520	-0.040872																																																																																																																																					0.000000	
 2 	 16																						0.138115													-0.097243	-0.040872																																																																																																																																					0.000000	
 2 	 17																						0.148152													-0.107307	-0.040845																																																																																																																																					0.000000	
 2 	 18																						0.182024													-0.141179	-0.040845																																																																																																																																					0.000000	
 2 	 19																						0.335362													-0.294436	-0.040926																																																																																																																																					0.000000	
 2 	 20																						0.712237													-0.671365	-0.040872																																																																																																																																					0.000000	
 2 	 21																						0.791149													-0.750249	-0.040899																																																																																																																																					0.000000	
 2 	 22																						0.820231													-0.779332	-0.040899																																																																																																																																					0.000000	
 2 	 23																						0.896686													-0.855787	-0.040899																																																																																																																																					0.000000	
 2 	 24																						0.754924													-0.714052	-0.040872																																																																																																																																					0.000000	
 3 	 1																						0.509898													-0.472402	-0.037496																																																																																																																																					0.000000	
 3 	 2																						0.418555													-0.381059	-0.037496																																																																																																																																					0.000000	
 3 	 3																						0.576774													-0.539279	-0.037496																																																																																																																																					0.000000	
 3 	 4																						0.712470													-0.674975	-0.037496																																																																																																																																					0.000000	
 3 	 5																						1.131913													-1.094417	-0.037496																																																																																																																																					0.000000	
 3 	 6																						1.217044													-1.179548	-0.037496																																																																																																																																					0.000000	
 3 	 7																						1.378977													-1.341481	-0.037496																																																																																																																																					0.000000	
 3 	 8																						1.439224													-1.401729	-0.037496																																																																																																																																					0.000000	
 3 	 9																						1.260599													-1.223103	-0.037496																																																																																																																																					0.000000	
 3 	 10																						1.074338													-1.036842	-0.037496																																																																																																																																					0.000000	
 3 	 11																						0.647259													-0.605981	-0.041278																																																																																																																																					0.000000	
 3 	 12																						0.549595													-0.509398	-0.040197																																																																																																																																					0.000000	
 3 	 13																						0.818190													-0.725748	-0.092443																																																																																																																																					0.000000	
 3 	 14																						1.064658													-0.738137	-0.326521																																																																																																																																					0.000000	
 3 	 15																						1.523115													-0.806888	-0.716228																																																																																																																																					0.000000	
 3 	 16																						1.669779													-0.904304	-0.765475																																																																																																																																					0.000000	
 3 	 17																						2.218020													-0.918880	-1.299140																																																																																																																																					0.000000	
 3 	 18																						2.322289													-0.781588	-1.540701																																																																																																																																					0.000000	
 3 	 19																						2.614027													-0.795539	-1.818488																																																																																																																																					0.000000	
 3 	 20																						2.857809													-0.948310	-1.909499																																																																																																																																					0.000000	
 3 	 21																						2.858974													-1.166534	-1.692440																																																																																																																																					0.000000	
 3 	 22																						2.833171													-1.351198	-1.481972																																																																																																																																					0.000000	
 3 	 23																						3.087838													-1.476657	-1.611181																																																																																																																																					0.000000	
 3 	 24																						3.005033													-1.325343	-1.679689																																																																																																																																					0.000000	
 4 	 1																						2.416484													-1.158864	-1.257619																																																																																																																																					0.000000	
 4 	 2																						1.824392													-0.967502	-0.856891																																																																																																																																					0.000000	
 4 	 3																						1.149688													-0.731995	-0.417694																																																																																																																																					0.000000	
 4 	 4																						0.803830													-0.624861	-0.178969																																																																																																																																					0.000000	
 4 	 5																						0.406487													-0.343300	-0.063186																																																																																																																																					0.000000	
 4 	 6																						1.070853													-0.170713	-0.900140																																																																																																																																					0.000000	
 4 	 7																						2.954197													-0.153500	-2.800698																																																																																																																																					0.000000	
 4 	 8																						2.141376													-0.209374	-1.932002																																																																																																																																					0.000000	
 4 	 9																						3.757911													-0.411391	-3.346520																																																																																																																																					0.000000	
 4 	 10																						6.562851													-0.598277	-5.964575																																																																																																																																					0.000000	
 4 	 11																						6.147916													-0.822470	-5.325445																																																																																																																																					0.000000	
 4 	 12																						5.038424													-1.052667	-3.985757																																																																																																																																					0.000000	
 4 	 13																						3.907257													-1.040590	-2.866666																																																																																																																																					0.000000	
 4 	 14																						2.539619													-1.036495	-1.503124																																																																																																																																					0.000000	
 4 	 15																						2.347452													-1.307054	-1.040398																																																																																																																																					0.000000	
 4 	 16																						2.623796													-1.389409	-1.234387																																																																																																																																					0.000000	
 4 	 17																						2.546746													-1.642580	-0.904165																																																																																																																																					0.000000	
 4 	 18																						2.634890													-2.048384	-0.586505																																																																																																																																					0.000000	
 4 	 19																						2.976080													-2.912084	-0.063997																																																																																																																																					0.000000	
 4 	 20																						2.649335													-2.627400	-0.021936																																																																																																																																					0.000000	
 4 	 21																						1.896657													-1.874721	-0.021936																																																																																																																																					0.000000	
 4 	 22																						1.493421													-1.471485	-0.021936																																																																																																																																					0.000000	
 4 	 23																						1.170599													-1.140991	-0.029608																																																																																																																																					0.000000	
 4 	 24																						0.708314													-0.660364	-0.047950																																																																																																																																					0.000000	
 5 	 1																						9.781086													-8.529653	-1.251433																																																																																																																																					0.000000	
 5 	 2																						9.180208													-6.645978	-2.534230																																																																																																																																					0.000000	
 5 	 3																						7.598166													-5.264274	-2.333892																																																																																																																																					0.000000	
 5 	 4																						6.251330													-4.487059	-1.764271																																																																																																																																					0.000000	
 5 	 5																						4.923385													-2.958831	-1.964554																																																																																																																																					0.000000	
 5 	 6																						3.978944													-1.645079	-2.333865																																																																																																																																					0.000000	
 5 	 7																						2.826684													-1.317049	-1.509635																																																																																																																																					0.000000	
 5 	 8																						2.747785													-1.266623	-1.481162																																																																																																																																					0.000000	
 5 	 9																						2.914591													-1.555506	-1.359085																																																																																																																																					0.000000	
 5 	 10																						3.476814													-1.647196	-1.829618																																																																																																																																					0.000000	
 5 	 11																						3.534559													-1.623250	-1.911309																																																																																																																																					0.000000	
 5 	 12																						3.643303													-1.738262	-1.905042																																																																																																																																					0.000000	
 5 	 13																						3.190733													-1.827245	-1.363488																																																																																																																																					0.000000	
 5 	 14																						3.456149													-1.941111	-1.515038																																																																																																																																					0.000000	
 5 	 15																						2.840554													-1.834463	-1.006090																																																																																																																																					0.000000	
 5 	 16																						2.441535													-1.331035	-1.110500																																																																																																																																					0.000000	
 5 	 17																						1.981606													-1.152756	-0.828850																																																																																																																																					0.000000	
 5 	 18																						2.440701													-1.021537	-1.419164																																																																																																																																					0.000000	
 5 	 19																						2.062196													-0.820839	-1.241357																																																																																																																																					0.000000	
 5 	 20																						1.468547													-0.545525	-0.923021																																																																																																																																					0.000000	
 5 	 21																						1.576075													-0.637250	-0.938825																																																																																																																																					0.000000	
