Td 	 Time	ELECTRICITY	GASOLINE	DIESEL	BIOETHANOL	BIODIESEL	LFO	GAS	GAS_RE	WOOD	WET_BIOMASS	COAL	URANIUM	WASTE	H2	H2_RE	AMMONIA	METHANOL	AMMONIA_RE	METHANOL_RE	ELEC_EXPORT	CO2_EMISSIONS	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO	CO2_ATM	CO2_INDUSTRY	CO2_CAPTURED	NUCLEAR	CCGT	CCGT_AMMONIA	COAL_US	COAL_IGCC	PV	WIND_ONSHORE	WIND_OFFSHORE	HYDRO_RIVER	GEOTHERMAL	IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC	DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WASTE	DHN_COGEN_WET_BIOMASS	DHN_COGEN_BIO_HYDROLYSIS	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO	DHN_SOLAR	DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC	TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	TRAIN_PUB	CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_METHANOL	CAR_HEV	CAR_PHEV	CAR_BEV	CAR_FUEL_CELL	TRAIN_FREIGHT	BOAT_FREIGHT_DIESEL	BOAT_FREIGHT_NG	BOAT_FREIGHT_METHANOL	TRUCK_DIESEL	TRUCK_METHANOL	TRUCK_FUEL_CELL	TRUCK_ELEC	TRUCK_NG	HABER_BOSCH	SYN_METHANOLATION	METHANE_TO_METHANOL	BIOMASS_TO_METHANOL	ADLIBIO_TO_HVC	OIL_TO_HVC	GAS_TO_HVC	BIOMASS_TO_HVC	METHANOL_TO_HVC	AMMONIA_TO_H2	ATM_CCS	BIO_HYDROLYSIS	BIOMETHANATION	DHN	EFFICIENCY	GASIFICATION_SNG	GRID	H2_BIOMASS	H2_ELECTROLYSIS	INDUSTRY_CCS	PYROLYSIS_TO_FUELS	PYROLYSIS_TO_LFO	SMR	SYN_METHANATION	ADLIBIO_TO_FUEL	REDIFUEL	PHS_Pin	PHS_Pout	BATT_LI_Pin	BATT_LI_Pout	BEV_BATT_Pin	BEV_BATT_Pout	PHEV_BATT_Pin	PHEV_BATT_Pout	TS_DEC_DIRECT_ELEC_Pin	TS_DEC_DIRECT_ELEC_Pout	TS_DEC_HP_ELEC_Pin	TS_DEC_HP_ELEC_Pout	TS_DEC_THHP_GAS_Pin	TS_DEC_THHP_GAS_Pout	TS_DEC_COGEN_GAS_Pin	TS_DEC_COGEN_GAS_Pout	TS_DEC_COGEN_OIL_Pin	TS_DEC_COGEN_OIL_Pout	TS_DEC_ADVCOGEN_GAS_Pin	TS_DEC_ADVCOGEN_GAS_Pout	TS_DEC_ADVCOGEN_H2_Pin	TS_DEC_ADVCOGEN_H2_Pout	TS_DEC_BOILER_GAS_Pin	TS_DEC_BOILER_GAS_Pout	TS_DEC_BOILER_WOOD_Pin	TS_DEC_BOILER_WOOD_Pout	TS_DEC_BOILER_OIL_Pin	TS_DEC_BOILER_OIL_Pout	TS_DHN_DAILY_Pin	TS_DHN_DAILY_Pout	TS_DHN_SEASONAL_Pin	TS_DHN_SEASONAL_Pout	TS_HIGH_TEMP_Pin	TS_HIGH_TEMP_Pout	GAS_STORAGE_Pin	GAS_STORAGE_Pout	H2_STORAGE_Pin	H2_STORAGE_Pout	DIESEL_STORAGE_Pin	DIESEL_STORAGE_Pout	GASOLINE_STORAGE_Pin	GASOLINE_STORAGE_Pout	LFO_STORAGE_Pin	LFO_STORAGE_Pout	AMMONIA_STORAGE_Pin	AMMONIA_STORAGE_Pout	METHANOL_STORAGE_Pin	METHANOL_STORAGE_Pout	CO2_STORAGE_Pin	CO2_STORAGE_Pout	END_USE	
 1 	 1																																																																						0.133136	0.000000	0.000000	0.088757	0.000000	0.221893																																																																																														-0.443786	
 1 	 2																																																																						0.053300	0.000000	0.000000	0.035533	0.000000	0.088833																																																																																														-0.177666	
 1 	 3																																																																						0.026536	0.000000	0.000000	0.017691	0.000000	0.044227																																																																																														-0.088455	
 1 	 4																																																																						0.319798	0.000000	0.000000	0.213199	0.000000	0.532997																																																																																														-1.065994	
 1 	 5																																																																						0.852795	0.000000	0.000000	0.568529	0.000000	1.421325																																																																																														-2.842650	
 1 	 6																																																																						2.131988	0.000000	0.000001	1.421324	0.000000	3.553313																																																																																														-7.106626	
 1 	 7																																																																						4.130159	0.000001	0.000002	2.753437	0.000000	6.883599																																																																																														-13.767197	
 1 	 8																																																																						3.597230	0.000001	0.000002	2.398151	0.000000	5.995384																																																																																														-11.990768	
 1 	 9																																																																						3.330777	0.000000	0.000002	2.220516	0.000000	5.551295																																																																																														-11.102591	
 1 	 10																																																																						3.730480	0.000001	0.000002	2.486984	0.000000	6.217466																																																																																														-12.434932	
 1 	 11																																																																						4.263386	0.000001	0.000002	2.842254	0.000000	7.105643																																																																																														-14.211286	
 1 	 12																																																																						4.689738	0.000001	0.000002	3.126489	0.000000	7.816230																																																																																														-15.632460	
 1 	 13																																																																						4.263386	0.000001	0.000002	2.842254	0.000000	7.105643																																																																																														-14.211286	
 1 	 14																																																																						4.316685	0.000001	0.000002	2.877787	0.000000	7.194476																																																																																														-14.388952	
 1 	 15																																																																						4.849614	0.000001	0.000002	3.233073	0.000000	8.082691																																																																																														-16.165381	
 1 	 16																																																																						5.062790	0.000001	0.000002	3.375190	0.000000	8.437984																																																																																														-16.875968	
 1 	 17																																																																						5.062790	0.000001	0.000002	3.375190	0.000000	8.437984																																																																																														-16.875968	
 1 	 18																																																																						3.730480	0.000001	0.000002	2.486984	0.000000	6.217466																																																																																														-12.434932	
 1 	 19																																																																						2.664622	0.000000	0.000001	1.776413	0.000000	4.441036																																																																																														-8.882073	
 1 	 20																																																																						1.998171	0.000000	0.000001	1.332113	0.000000	3.330286																																																																																														-6.660572	
 1 	 21																																																																						1.331358	0.000000	0.000001	0.887571	0.000000	2.218930																																																																																														-4.437861	
 1 	 22																																																																						0.852795	0.000000	0.000000	0.568529	0.000000	1.421325																																																																																														-2.842650	
 1 	 23																																																																						0.532997	0.000000	0.000000	0.355331	0.000000	0.888328																																																																																														-1.776656	
 1 	 24																																																																						0.213199	0.000000	0.000000	0.142132	0.000000	0.355331																																																																																														-0.710663	
 2 	 1																																																																						0.133136	0.000000	0.000000	0.088757	0.000000	0.221893																																																																																														-0.443786	
 2 	 2																																																																						0.053300	0.000000	0.000000	0.035533	0.000000	0.088833																																																																																														-0.177666	
 2 	 3																																																																						0.026536	0.000000	0.000000	0.017691	0.000000	0.044227																																																																																														-0.088455	
 2 	 4																																																																						0.319798	0.000000	0.000000	0.213199	0.000000	0.532997																																																																																														-1.065994	
 2 	 5																																																																						0.852795	0.000000	0.000000	0.568529	0.000000	1.421325																																																																																														-2.842650	
 2 	 6																																																																						2.131988	0.000000	0.000001	1.421324	0.000000	3.553313																																																																																														-7.106626	
 2 	 7																																																																						4.130159	0.000001	0.000002	2.753437	0.000000	6.883599																																																																																														-13.767197	
 2 	 8																																																																						3.597230	0.000001	0.000002	2.398151	0.000000	5.995384																																																																																														-11.990768	
 2 	 9																																																																						3.330777	0.000000	0.000002	2.220516	0.000000	5.551295																																																																																														-11.102591	
 2 	 10																																																																						3.730480	0.000001	0.000002	2.486984	0.000000	6.217466																																																																																														-12.434932	
 2 	 11																																																																						4.263386	0.000001	0.000002	2.842254	0.000000	7.105643																																																																																														-14.211286	
 2 	 12																																																																						4.689738	0.000001	0.000002	3.126489	0.000000	7.816230																																																																																														-15.632460	
 2 	 13																																																																						4.263386	0.000001	0.000002	2.842254	0.000000	7.105643																																																																																														-14.211286	
 2 	 14																																																																						4.316685	0.000001	0.000002	2.877787	0.000000	7.194476																																																																																														-14.388952	
 2 	 15																																																																						4.849614	0.000001	0.000002	3.233073	0.000000	8.082691																																																																																														-16.165381	
 2 	 16																																																																						5.062790	0.000001	0.000002	3.375190	0.000000	8.437984																																																																																														-16.875968	
 2 	 17																																																																						5.062790	0.000001	0.000002	3.375190	0.000000	8.437984																																																																																														-16.875968	
 2 	 18																																																																						3.730480	0.000001	0.000002	2.486984	0.000000	6.217466																																																																																														-12.434932	
 2 	 19																																																																						2.664622	0.000000	0.000001	1.776413	0.000000	4.441036																																																																																														-8.882073	
 2 	 20																																																																						1.998171	0.000000	0.000001	1.332113	0.000000	3.330286																																																																																														-6.660572	
 2 	 21																																																																						1.331358	0.000000	0.000001	0.887571	0.000000	2.218930																																																																																														-4.437861	
