,First-order Sobol indices,Total-order Sobol indices
einv_op-GAS,0.49178921452844443,0.5070151160343336
einv_constr-CAR_NG,0.28991322409995507,0.30369441943227937
other-share_mobility_public_max,0.03911190003409002,0.04836335106257338
einv_constr-CAR_BEV,0.006223895403772283,0.023192394760127216
einv_op-METHANOL,0.006314430234381969,0.019160030439199588
INDUSTRY-HEAT_LOW_T_HW,2.0605215135796266e-05,0.016988275595961357
einv_constr-IND_BOILER_OIL,0.00028416272942143777,0.01418208214193664
HOUSEHOLDS-LIGHTING,0.0010937881587166115,0.013808553973263771
einv_constr-TRAMWAY_TROLLEY,0.0008834167731530105,0.011386015830972037
avail-WOOD,0.002471899974349672,0.011036359782243288
einv_constr-TRUCK_FUEL_CELL,0.00013435292031639218,0.010841309117607613
einv_constr-METHANOL_TO_HVC,0.0010913693684438223,0.010828036099475474
einv_op-GAS_RE,0.0005674107655211736,0.010269195178506767
einv_constr-BOAT_FREIGHT_NG,0.00025669253384676653,0.010115947622125292
avail-WASTE,6.526837009176912e-06,0.009488610332638009
einv_constr-DEC_COGEN_OIL,1.9992342763349897e-05,0.008228372369433343
f_max-NUCLEAR,0.000482436441752091,0.008092754687915612
INDUSTRY-HEAT_HIGH_T,0.0004490218268554737,0.008091082629327293
einv_constr-BUS_COACH_FC_HYBRIDH2,8.5927499162506e-05,0.007742497623923412
einv_constr-DEC_THHP_GAS,0.00037882683215427303,0.007392619787877163
einv_constr-SMR,7.270447524836075e-05,0.007286516815605215
einv_constr-DHN_COGEN_WOOD,6.232151333114462e-05,0.007284652666471281
einv_constr-GAS_TO_HVC,5.8951109624167733e-05,0.007240227571577853
einv_constr-TRUCK_NG,0.0011314942691641728,0.007182828275989575
einv_constr-TRAIN_FREIGHT,0.0005772247457629592,0.006907664868086752
einv_constr-AMMONIA_TO_H2,2.378377327986395e-05,0.006576963234979688
einv_op-AMMONIA_RE,0.0005011261408270609,0.0065738013808227524
other-ELECTRICITY,0.0007699722453633719,0.006300247627402645
einv_constr-IND_BOILER_WASTE,0.0001903740333709179,0.006054840227316554
einv_op-H2,0.00035648526481604304,0.005933469158337078
INDUSTRY-ELECTRICITY,0.0006470939677022522,0.005631751005602496
einv_constr-DEC_ADVCOGEN_GAS,3.5480237213398676e-05,0.005518370985662171
einv_constr-DEC_DIRECT_ELEC,0.0004383481830918873,0.005065233646313089
other-share_freight_boat_max,0.00012198393087351957,0.005032199335016126
einv_constr-DHN_DEEP_GEO,9.918879623335517e-05,0.004828581493951312
