,First-order Sobol indices,Total-order Sobol indices
einv_op-GAS,0.4256247135853311,0.4256247135853311
einv_constr-CAR_NG,0.2926415358605532,0.2926415358605532
INDUSTRY-HEAT_LOW_T_HW,0.03284093977624009,0.03284093977624009
other-share_mobility_public_max,0.02465217683807462,0.02465217683807462
einv_constr-GAS_TO_HVC,0.014555542961194894,0.014555542961194894
einv_constr-DEC_THHP_GAS,0.014365507134866853,0.014365507134866853
einv_constr-TRUCK_NG,0.013073517520072965,0.013073517520072965
einv_op-AMMONIA_RE,0.01073113011580611,0.01073113011580611
einv_constr-TRAMWAY_TROLLEY,0.010631711632904913,0.010631711632904913
f_max-NUCLEAR,0.010520849806922104,0.010520849806922104
einv_op-METHANOL,0.009788733000721979,0.009788733000721979
INDUSTRY-HEAT_HIGH_T,0.008611865405883587,0.008611865405883587
einv_constr-SMR,0.007449407647899355,0.007449407647899355
einv_constr-IND_BOILER_WASTE,0.007051768911849715,0.007051768911849715
einv_constr-IND_BOILER_OIL,0.00572221339684977,0.00572221339684977
einv_op-METHANOL_RE,0.005615349124324905,0.005615349124324905
einv_constr-TRUCK_METHANOL,0.004791158698728198,0.004791158698728198
c_pt-Wind_onshore,0.004688891347588117,0.004688891347588117
einv_constr-IND_COGEN_WASTE,0.0046375301749382435,0.0046375301749382435
einv_constr-DHN_COGEN_WASTE,0.004566031583473846,0.004566031583473846
INDUSTRY-NON_ENERGY,0.0045202009613407226,0.0045202009613407226
einv_op-WOOD,0.004456530646746955,0.004456530646746955
einv_constr-BOAT_FREIGHT_NG,0.0043565345301239755,0.0043565345301239755
einv_constr-WIND_OFFSHORE,0.004256644039077422,0.004256644039077422
einv_constr-DHN_COGEN_GAS,0.003981989325091291,0.003981989325091291
einv_op-GAS_RE,0.003449450001577445,0.003449450001577445
einv_constr-DHN_HP_ELEC,0.002872566593525889,0.002872566593525889
other-share_heat_dhn_max,0.002827695327274895,0.002827695327274895
HOUSEHOLDS-HEAT_LOW_T_SH,0.0028111605666266367,0.0028111605666266367
einv_constr-CAR_BEV,0.002718872454349687,0.002718872454349687
einv_constr-CAR_HEV,0.002399027055819351,0.002399027055819351
INDUSTRY-LIGHTING,0.0023957996213707137,0.0023957996213707137
einv_constr-CCGT,0.0022754592360238156,0.0022754592360238156
TRANSPORTATION-MOBILITY_FREIGHT,0.0022373333110494798,0.0022373333110494798
einv_constr-TRUCK_ELEC,0.0022080592708381675,0.0022080592708381675
c_pt-PV,0.002157780429384641,0.002157780429384641
einv_constr-DEC_DIRECT_ELEC,0.002022734762047534,0.002022734762047534
einv_constr-DEC_BOILER_OIL,0.0019295231914502127,0.0019295231914502127
einv_constr-DEC_BOILER_GAS,0.0019143126524932303,0.0019143126524932303
einv_constr-BOAT_FREIGHT_METHANOL,0.0018814769203588674,0.0018814769203588674
c_pt-Hydro_river,0.001698289052368896,0.001698289052368896
einv_constr-WIND_ONSHORE,0.0016288132412132484,0.0016288132412132484
avail-WET_BIOMASS,0.0016208854172800003,0.0016208854172800003
other-i_rate,0.0013512914275153238,0.0013512914275153238
einv_constr-BUS_COACH_DIESEL,0.0012567209390515355,0.0012567209390515355
einv_constr-AMMONIA_TO_H2,0.0011344772304416049,0.0011344772304416049
einv_constr-HYDRO_RIVER,0.001120599460081622,0.001120599460081622
SERVICES-HEAT_LOW_T_SH,0.0011189686175280956,0.0011189686175280956
SERVICES-HEAT_LOW_T_HW,0.0010760644970134008,0.0010760644970134008
einv_constr-BUS_COACH_FC_HYBRIDH2,0.0010729609116245827,0.0010729609116245827
einv_constr-DHN_BOILER_OIL,0.0010230172015079167,0.0010230172015079167
einv_constr-H2_BIOMASS,0.0009342194564357124,0.0009342194564357124
einv_constr-BOAT_FREIGHT_DIESEL,0.0008995948078529193,0.0008995948078529193
einv_constr-DHN_DEEP_GEO,0.0008583192498211272,0.0008583192498211272
einv_constr-METHANE_TO_METHANOL,0.0007320184040394472,0.0007320184040394472
einv_op-GASOLINE,0.0006828605864932772,0.0006828605864932772
einv_constr-IND_COGEN_WOOD,0.0006130454816199851,0.0006130454816199851
einv_op-WASTE,0.000531142294834182,0.000531142294834182
einv_constr-IND_COGEN_GAS,0.0005053342330753189,0.0005053342330753189
einv_constr-CCGT_AMMONIA,0.00044284358530886176,0.00044284358530886176
einv_op-BIOETHANOL,0.0004373341585146617,0.0004373341585146617
einv_constr-DHN_COGEN_BIO_HYDROLYSIS,0.00043197587369458556,0.00043197587369458556
einv_op-ELECTRICITY,0.0004004388151619783,0.0004004388151619783
einv_constr-PYROLYSIS_TO_LFO,0.0003406158743708969,0.0003406158743708969
f_max-WIND_ONSHORE,0.00033779069778775133,0.00033779069778775133
einv_constr-DEC_COGEN_GAS,0.000318846305957755,0.000318846305957755
einv_constr-CAR_DIESEL,0.0003137861379469602,0.0003137861379469602
other-ELECTRICITY,0.0003126159767249323,0.0003126159767249323
other-import_capacity,0.0003050195931427805,0.0003050195931427805
avail-WASTE,0.0002919211606121065,0.0002919211606121065
einv_constr-PV,0.00026245380661493853,0.00026245380661493853
einv_constr-DHN_BOILER_GAS,0.0002571986514046472,0.0002571986514046472
einv_constr-DEC_ADVCOGEN_H2,0.0002547286230053709,0.0002547286230053709
einv_constr-BIO_HYDROLYSIS,0.00023249087819726802,0.00023249087819726802
einv_constr-IND_BOILER_WOOD,0.00022841615931049923,0.00022841615931049923
einv_constr-SYN_METHANATION,0.00021873123362345004,0.00021873123362345004
einv_op-LFO,0.00021540394606345297,0.00021540394606345297
einv_constr-DEC_ADVCOGEN_GAS,0.00020073152179047308,0.00020073152179047308
einv_op-H2,0.0001981236767981539,0.0001981236767981539
INDUSTRY-ELECTRICITY,0.00019528458599910647,0.00019528458599910647
einv_constr-OIL_TO_HVC,0.0001910239282618797,0.0001910239282618797
einv_constr-DHN_COGEN_WET_BIOMASS,0.00018642245911276945,0.00018642245911276945
einv_op-WET_BIOMASS,0.00018457367583166813,0.00018457367583166813
einv_op-H2_RE,0.00018061053367604226,0.00018061053367604226
einv_op-AMMONIA,0.0001700475636695378,0.0001700475636695378
einv_op-URANIUM,0.0001671788267020746,0.0001671788267020746
einv_constr-BIOMETHANATION,0.00016440188834102997,0.00016440188834102997
TRANSPORTATION-MOBILITY_PASSENGER,0.0001586959872323087,0.0001586959872323087
c_pt-Wind_offshore,0.00015695078083030693,0.00015695078083030693
einv_constr-DEC_COGEN_OIL,0.00015085477819284286,0.00015085477819284286
HOUSEHOLDS-HEAT_LOW_T_HW,0.00014514289021006003,0.00014514289021006003
einv_constr-METHANOL_TO_HVC,0.00014154126685145206,0.00014154126685145206
einv_constr-HABER_BOSCH,0.00012993171806759734,0.00012993171806759734
einv_constr-H2_ELECTROLYSIS,0.00011292182670919951,0.00011292182670919951
einv_constr-DEC_SOLAR,0.00011108305655905677,0.00011108305655905677
HOUSEHOLDS-ELECTRICITY,9.553145036241197e-05,9.553145036241197e-05
einv_constr-NUCLEAR,9.138001566123851e-05,9.138001566123851e-05
f_max-GEOTHERMAL,8.954180371332322e-05,8.954180371332322e-05
