,Electricity (%_elec),Space Heating (%_sh),Passanger mobility (%_pass),Freight mobility (%_freight),PV,Wind_onshore,Wind_offshore,Hydro_river,Solar
4602,0.000133,0.0,0.000164,0.000114,0.306,0.251,0.52,0.725,0.544
4603,0.000127,0.0,0.000117,0.000114,0.158,0.247,0.824,0.725,0.379
4604,0.000114,0.0,8.81e-05,0.000114,0.0611,0.231,0.875,0.725,0.132
4605,0.000105,0.0,5.87e-05,0.000114,0.00715,0.222,0.837,0.725,0.0
4606,9.73e-05,0.0,3.76e-05,0.000114,0.0,0.214,0.747,0.725,0.0
4607,0.000103,0.0,2.35e-05,0.000114,0.0,0.228,0.745,0.724,0.0
4608,8.9e-05,2.82e-05,9.4e-06,0.000114,0.0,0.196,0.615,0.724,0.0
4609,6.79e-05,4.82e-05,5.87e-06,0.000114,0.0,0.173,0.543,0.724,0.0
4610,5.22e-05,6.81e-05,2.35e-06,0.000114,0.0,0.196,0.336,0.724,0.0
4611,3.9e-05,7.98e-05,1.17e-06,0.000114,0.0,0.205,0.211,0.723,0.0
4612,3.43e-05,8.81e-05,1.41e-05,0.000114,0.0,0.199,0.179,0.723,0.0
4613,2.85e-05,8.81e-05,3.76e-05,0.000114,0.000106,0.198,0.0776,0.723,0.0
4614,2.41e-05,6.81e-05,9.4e-05,0.000114,0.0206,0.198,0.109,0.723,0.0769
4615,2.54e-05,4.32e-05,0.000182,0.000114,0.0657,0.174,0.222,0.723,0.158
4616,4.2e-05,1.5e-05,0.000159,0.000114,0.116,0.113,0.5,0.722,0.204
4617,6.44e-05,0.0,0.000147,0.000114,0.178,0.103,0.594,0.722,0.246
4618,8.43e-05,0.0,0.000164,0.000114,0.228,0.124,0.511,0.722,0.261
4619,9.84e-05,0.0,0.000188,0.000114,0.277,0.152,0.617,0.722,0.279
4620,0.000106,0.0,0.000207,0.000114,0.312,0.162,0.696,0.722,0.292
4621,0.000106,0.0,0.000188,0.000114,0.265,0.199,0.786,0.721,0.232
4622,9.95e-05,0.0,0.00019,0.000114,0.232,0.254,0.894,0.721,0.208
4623,9.27e-05,0.0,0.000214,0.000114,0.183,0.298,0.916,0.721,0.175
4624,8.47e-05,0.0,0.000223,0.000114,0.175,0.288,0.922,0.721,0.194
4625,8.61e-05,0.0,0.000223,0.000114,0.161,0.267,0.926,0.721,0.208
4626,8.91e-05,0.0,0.000164,0.000114,0.102,0.252,0.913,0.72,0.166
4627,8.79e-05,0.0,0.000117,0.000114,0.0554,0.212,0.916,0.72,0.118
4628,8.49e-05,0.0,8.81e-05,0.000114,0.0201,0.173,0.912,0.72,0.0572
4629,7.44e-05,0.0,5.87e-05,0.000114,0.00176,0.189,0.86,0.72,0.0
4630,6.99e-05,0.0,3.76e-05,0.000114,0.0,0.181,0.803,0.719,0.0
4631,7.71e-05,6.65e-06,2.35e-05,0.000114,0.0,0.204,0.715,0.719,0.0
4632,6.79e-05,3.82e-05,9.4e-06,0.000114,0.0,0.207,0.618,0.719,0.0
4633,4.86e-05,5.65e-05,5.87e-06,0.000114,0.0,0.204,0.676,0.719,0.0
4634,3.46e-05,7.64e-05,2.35e-06,0.000114,0.0,0.192,0.711,0.719,0.0
4635,2.38e-05,8.81e-05,1.17e-06,0.000114,0.0,0.205,0.564,0.718,0.0
4636,1.74e-05,9.64e-05,1.41e-05,0.000114,0.0,0.185,0.396,0.718,0.0
4637,1.34e-05,9.47e-05,3.76e-05,0.000114,2.57e-06,0.167,0.365,0.718,0.0
4638,1.14e-05,7.31e-05,9.4e-05,0.000114,0.00591,0.184,0.256,0.718,0.0245
4639,1.16e-05,4.65e-05,0.000182,0.000114,0.0272,0.2,0.292,0.718,0.0721
4640,2.32e-05,1.5e-05,0.000159,0.000114,0.0505,0.215,0.356,0.717,0.0993
4641,3.87e-05,0.0,0.000147,0.000114,0.0598,0.241,0.336,0.717,0.0919
4642,5.59e-05,0.0,0.000164,0.000114,0.104,0.203,0.387,0.717,0.134
4643,7.13e-05,0.0,0.000188,0.000114,0.146,0.186,0.39,0.717,0.166
4644,8.47e-05,0.0,0.000207,0.000114,0.164,0.203,0.428,0.717,0.173
4645,9.2e-05,0.0,0.000188,0.000114,0.166,0.203,0.536,0.716,0.172
4646,7.74e-05,0.0,0.00019,0.000114,0.175,0.224,0.643,0.716,0.187
4647,7.11e-05,0.0,0.000214,0.000114,0.131,0.264,0.81,0.716,0.15
4648,6.33e-05,0.0,0.000223,0.000114,0.106,0.312,0.751,0.716,0.137
4649,6.68e-05,0.0,0.000223,0.000114,0.0864,0.325,0.878,0.715,0.135
4650,6.74e-05,0.0,0.000164,0.000114,0.0671,0.362,0.938,0.715,0.135
4651,7.64e-05,0.0,0.000117,0.000114,0.0536,0.379,0.934,0.715,0.15
4652,7.72e-05,0.0,8.81e-05,0.000114,0.0222,0.381,0.934,0.715,0.101
4653,7.35e-05,0.0,5.87e-05,0.000114,0.00145,0.337,0.932,0.715,0.0
4654,7.13e-05,0.0,3.76e-05,0.000114,0.0,0.315,0.912,0.714,0.0
4655,7.75e-05,1.66e-06,2.35e-05,0.000114,0.0,0.305,0.877,0.714,0.0
4656,7.16e-05,3.66e-05,9.4e-06,0.000114,0.0,0.35,0.938,0.714,0.0
4657,5.34e-05,5.98e-05,5.87e-06,0.000114,0.0,0.357,0.836,0.714,0.0
4658,3.57e-05,8.64e-05,2.35e-06,0.000114,0.0,0.336,0.82,0.714,0.0
4659,2.62e-05,0.000101,1.17e-06,0.000114,0.0,0.321,0.808,0.713,0.0
4660,2.52e-05,0.000113,1.41e-05,0.000114,0.0,0.331,0.69,0.713,0.0
4661,2.67e-05,0.000115,3.76e-05,0.000114,8.57e-07,0.274,0.558,0.713,0.0
4662,3.78e-05,0.000101,9.4e-05,0.000114,0.00494,0.235,0.494,0.713,0.02
4663,6.02e-05,8.14e-05,0.000182,0.000114,0.03,0.244,0.411,0.713,0.0764
4664,9.52e-05,5.98e-05,0.000159,0.000114,0.0674,0.22,0.331,0.712,0.128
4665,0.00012,3.66e-05,0.000147,0.000114,0.122,0.228,0.286,0.712,0.183
4666,0.000141,1.33e-05,0.000164,0.000114,0.205,0.223,0.25,0.712,0.256
4667,0.000153,0.0,0.000188,0.000114,0.256,0.243,0.278,0.712,0.281
4668,0.00016,0.0,0.000207,0.000114,0.276,0.25,0.263,0.711,0.282
4669,0.000156,0.0,0.000188,0.000114,0.261,0.251,0.253,0.711,0.26
4670,0.000151,0.0,0.00019,0.000114,0.263,0.264,0.212,0.711,0.266
4671,0.000144,0.0,0.000214,0.000114,0.25,0.282,0.214,0.711,0.273
4672,0.00014,0.0,0.000223,0.000114,0.205,0.253,0.238,0.711,0.252
4673,0.000132,0.0,0.000223,0.000114,0.155,0.232,0.202,0.71,0.228
4674,0.000136,0.0,0.000164,0.000114,0.123,0.188,0.149,0.71,0.228
4675,0.000131,0.0,0.000117,0.000114,0.0617,0.176,0.121,0.71,0.154
4676,0.000118,0.0,8.81e-05,0.000114,0.0223,0.128,0.125,0.71,0.0859
4677,0.000102,2.16e-05,5.87e-05,0.000114,0.00283,0.0996,0.136,0.71,0.0
4678,9.29e-05,5.15e-05,3.76e-05,0.000114,0.0,0.0918,0.224,0.709,0.0
4679,0.000107,8.14e-05,2.35e-05,0.000114,0.0,0.0972,0.272,0.709,0.0
4680,9.4e-05,0.00011,9.4e-06,0.000114,0.0,0.0805,0.328,0.709,0.0
4681,7.04e-05,0.000115,5.87e-06,0.000114,0.0,0.0754,0.273,0.709,0.0
4682,5.6e-05,0.000123,2.35e-06,0.000114,0.0,0.0568,0.159,0.709,0.0
4683,4.42e-05,0.000128,1.17e-06,0.000114,0.0,0.0449,0.173,0.708,0.0
4684,4.2e-05,0.000133,1.41e-05,0.000114,0.0,0.0208,0.132,0.708,0.0
4685,4.32e-05,0.000135,3.76e-05,0.000114,0.0,0.0188,0.175,0.708,0.0
4686,4.8e-05,0.00012,9.4e-05,0.000114,0.0185,0.0288,0.214,0.708,0.0567
4687,6.95e-05,9.97e-05,0.000182,0.000114,0.0601,0.0278,0.249,0.707,0.136
4688,9.81e-05,7.81e-05,0.000159,0.000114,0.126,0.0323,0.313,0.707,0.212
4689,0.000118,5.32e-05,0.000147,0.000114,0.198,0.0414,0.338,0.707,0.266
4690,0.000134,2.99e-05,0.000164,0.000114,0.251,0.0496,0.34,0.707,0.277
4691,0.000142,8.31e-06,0.000188,0.000114,0.274,0.072,0.375,0.707,0.259
4692,0.000151,0.0,0.000207,0.000114,0.276,0.0946,0.404,0.706,0.242
4693,0.000149,0.0,0.000188,0.000114,0.262,0.0822,0.408,0.706,0.23
4694,0.000147,0.0,0.00019,0.000114,0.282,0.0702,0.326,0.706,0.254
4695,0.000147,0.0,0.000214,0.000114,0.27,0.0565,0.228,0.706,0.266
4696,0.000145,0.0,0.000223,0.000114,0.237,0.0444,0.17,0.706,0.266
4697,0.000139,0.0,0.000223,0.000114,0.188,0.0512,0.104,0.705,0.265
4698,0.000141,0.0,0.000164,0.000114,0.147,0.0574,0.16,0.705,0.264
4699,0.000133,0.0,0.000117,0.000114,0.091,0.0437,0.0723,0.705,0.234
4700,0.000118,6.65e-06,8.81e-05,0.000114,0.0423,0.0219,0.00837,0.705,0.174
4701,0.000101,2.82e-05,5.87e-05,0.000114,0.00518,0.017,0.039,0.705,0.0
4702,9.19e-05,5.32e-05,3.76e-05,0.000114,0.0,0.0163,0.0343,0.704,0.0
4703,0.000103,7.81e-05,2.35e-05,0.000114,0.0,0.00919,0.0247,0.704,0.0
4704,9.11e-05,0.000103,9.4e-06,0.000114,0.0,0.00941,0.0339,0.704,0.0
4705,6.74e-05,0.00011,5.87e-06,0.000114,0.0,0.0114,0.0285,0.704,0.0
4706,5.36e-05,0.000115,2.35e-06,0.000114,0.0,0.0162,0.0193,0.704,0.0
4707,4.15e-05,0.000118,1.17e-06,0.000114,0.0,0.0236,0.0104,0.703,0.0
4708,3.8e-05,0.000121,1.41e-05,0.000114,0.0,0.0364,0.013,0.703,0.0
4709,3.93e-05,0.000121,3.76e-05,0.000114,0.0,0.0451,0.00857,0.703,0.0
4710,4.9e-05,0.000105,9.4e-05,0.000114,0.0176,0.0468,0.0103,0.703,0.0409
4711,6.79e-05,8.14e-05,0.000182,0.000114,0.0583,0.0305,0.0208,0.703,0.114
4712,9.46e-05,5.48e-05,0.000159,0.000114,0.119,0.0227,0.0569,0.703,0.15
4713,0.000119,2.99e-05,0.000147,0.000114,0.199,0.0198,0.0623,0.703,0.18
4714,0.000135,6.65e-06,0.000164,0.000114,0.341,0.0193,0.0641,0.703,0.216
4715,0.000149,0.0,0.000188,0.000114,0.572,0.0255,0.0932,0.702,0.448
4716,0.000155,0.0,0.000207,0.000114,0.704,0.0277,0.133,0.702,0.32
4717,0.000149,0.0,0.000188,0.000114,0.731,0.0238,0.146,0.702,0.366
4718,0.000146,0.0,0.00019,0.000114,0.709,0.0237,0.133,0.702,0.47
4719,0.000141,0.0,0.000214,0.000114,0.663,0.0257,0.161,0.702,0.319
4720,0.000142,0.0,0.000223,0.000114,0.583,0.0309,0.213,0.702,0.27
4721,0.000136,0.0,0.000223,0.000114,0.443,0.0442,0.243,0.702,0.109
4722,0.000139,0.0,0.000164,0.000114,0.259,0.0683,0.385,0.702,0.116
4723,0.00013,0.0,0.000117,0.000114,0.0842,0.0955,0.378,0.701,0.0852
4724,0.000112,0.0,8.81e-05,0.000114,0.0199,0.163,0.586,0.701,0.0454
4725,9.62e-05,0.0,5.87e-05,0.000114,0.00315,0.26,0.633,0.701,0.0
4726,8.94e-05,1.5e-05,3.76e-05,0.000114,0.0,0.291,0.815,0.701,0.0
4727,0.000104,3.32e-05,2.35e-05,0.000114,0.0,0.328,0.896,0.701,0.0
4728,9.33e-05,4.98e-05,9.4e-06,0.000114,0.0,0.384,0.919,0.701,0.0
4729,6.94e-05,6.15e-05,5.87e-06,0.000114,0.0,0.435,0.934,0.701,0.0
4730,5.09e-05,7.48e-05,2.35e-06,0.000114,0.0,0.536,0.903,0.701,0.0
4731,4.21e-05,8.14e-05,1.17e-06,0.000114,0.0,0.627,0.671,0.7,0.0
4732,3.83e-05,8.81e-05,1.41e-05,0.000114,0.0,0.59,0.481,0.7,0.0
4733,3.8e-05,8.81e-05,3.76e-05,0.000114,0.0,0.544,0.603,0.7,0.0
4734,4.63e-05,7.31e-05,9.4e-05,0.000114,0.0189,0.489,0.924,0.7,0.0434
4735,6.57e-05,5.15e-05,0.000182,0.000114,0.0992,0.407,0.931,0.7,0.16
4736,9.01e-05,2.66e-05,0.000159,0.000114,0.246,0.348,0.915,0.7,0.292
4737,0.000117,1.66e-06,0.000147,0.000114,0.412,0.296,0.929,0.7,0.363
4738,0.000136,0.0,0.000164,0.000114,0.539,0.306,0.768,0.7,0.377
4739,0.000146,0.0,0.000188,0.000114,0.566,0.327,0.724,0.699,0.338
4740,0.000155,0.0,0.000207,0.000114,0.551,0.325,0.897,0.699,0.314
4741,0.000152,0.0,0.000188,0.000114,0.571,0.31,0.918,0.699,0.309
4742,0.000149,0.0,0.00019,0.000114,0.6,0.312,0.898,0.699,0.339
4743,0.000147,0.0,0.000214,0.000114,0.611,0.33,0.862,0.699,0.342
4744,0.000147,0.0,0.000223,0.000114,0.547,0.332,0.857,0.699,0.325
4745,0.000142,0.0,0.000223,0.000114,0.428,0.314,0.882,0.699,0.349
4746,0.000141,0.0,0.000164,0.000114,0.265,0.277,0.882,0.699,0.156
4747,0.000132,0.0,0.000117,0.000114,0.137,0.268,0.837,0.698,0.0932
4748,0.000116,0.0,8.81e-05,0.000114,0.0424,0.24,0.766,0.698,0.0462
4749,0.000101,0.0,5.87e-05,0.000114,0.00248,0.195,0.737,0.698,0.0
4750,9.63e-05,0.0,3.76e-05,0.000114,0.0,0.153,0.797,0.698,0.0
4751,0.000111,0.0,2.35e-05,0.000114,0.0,0.192,0.833,0.698,0.0
4752,9.64e-05,0.0,9.4e-06,0.000114,0.0,0.197,0.804,0.698,0.0
4753,7.68e-05,0.0,5.87e-06,0.000114,0.0,0.159,0.694,0.698,0.0
4754,5.66e-05,0.0,2.35e-06,0.000114,0.0,0.166,0.558,0.698,0.0
4755,4.68e-05,0.0,1.17e-06,0.000114,0.0,0.149,0.4,0.697,0.0
4756,4.39e-05,0.0,1.41e-05,0.000114,0.0,0.114,0.258,0.697,0.0
4757,4.32e-05,0.0,3.76e-05,0.000114,0.0,0.0909,0.202,0.697,0.0
4758,5.16e-05,0.0,9.4e-05,0.000114,0.0232,0.0743,0.154,0.697,0.0
4759,6.95e-05,0.0,0.000182,0.000114,0.0761,0.0552,0.215,0.697,0.0
4760,9.67e-05,0.0,0.000159,0.000114,0.182,0.0345,0.198,0.697,0.00258
4761,0.000125,0.0,0.000147,0.000114,0.332,0.0288,0.138,0.697,0.018
4762,0.000142,0.0,0.000164,0.000114,0.436,0.0507,0.0819,0.697,0.0309
4763,0.000151,0.0,0.000188,0.000114,0.549,0.0896,0.0684,0.696,0.0423
4764,0.000161,0.0,0.000207,0.000114,0.691,0.113,0.056,0.696,0.0504
4765,0.000157,0.0,0.000188,0.000114,0.654,0.14,0.0678,0.696,0.0364
4766,0.000151,0.0,0.00019,0.000114,0.667,0.108,0.0628,0.696,0.0294
4767,0.000144,0.0,0.000214,0.000114,0.627,0.0937,0.0416,0.696,0.0379
4768,0.000141,0.0,0.000223,0.000114,0.564,0.082,0.0316,0.696,0.0287
4769,0.000136,0.0,0.000223,0.000114,0.435,0.0497,0.0551,0.696,0.0092
4770,0.000137,0.0,0.000164,0.000114,0.298,0.0295,0.0515,0.696,0.0
4771,0.000127,0.0,0.000117,0.000114,0.157,0.0204,0.0349,0.695,0.0
4772,0.000109,0.0,8.81e-05,0.000114,0.037,0.0263,0.0154,0.695,0.0
4773,9.43e-05,0.0,5.87e-05,0.000114,0.00241,0.0362,0.00921,0.695,0.0
4774,8.67e-05,0.0,3.76e-05,0.000114,0.0,0.0718,0.0111,0.695,0.0
4775,9.87e-05,0.0,2.35e-05,0.000114,0.0,0.147,0.00441,0.695,0.0
4776,8.98e-05,0.0,9.4e-06,0.000114,0.0,0.186,0.0143,0.695,0.0
4777,6.78e-05,0.0,5.87e-06,0.000114,0.0,0.145,0.00835,0.695,0.0
4778,5.28e-05,0.0,2.35e-06,0.000114,0.0,0.107,0.123,0.695,0.0
4779,3.97e-05,0.0,1.17e-06,0.000114,0.0,0.0804,0.225,0.694,0.0
4780,3.01e-05,0.0,1.41e-05,0.000114,0.0,0.0855,0.172,0.694,0.0
4781,2.88e-05,0.0,3.76e-05,0.000114,0.0,0.0277,0.163,0.694,0.0
4782,2.23e-05,0.0,9.4e-05,0.000114,0.00696,0.0199,0.162,0.694,0.00685
4783,2.37e-05,0.0,0.000182,0.000114,0.0578,0.0114,0.0735,0.694,0.0381
4784,3.62e-05,0.0,0.000159,0.000114,0.125,0.0205,0.0497,0.694,0.0144
4785,5.8e-05,0.0,0.000147,0.000114,0.143,0.028,0.18,0.694,0.00828
4786,8.12e-05,0.0,0.000164,0.000114,0.137,0.046,0.252,0.694,0.00834
4787,9.4e-05,0.0,0.000188,0.000114,0.13,0.0783,0.192,0.693,0.0133
4788,9.95e-05,0.0,0.000207,0.000114,0.216,0.0849,0.164,0.693,0.06
4789,0.000101,0.0,0.000188,0.000114,0.305,0.0703,0.166,0.693,0.074
4790,9.42e-05,0.0,0.00019,0.000114,0.341,0.101,0.3,0.693,0.109
4791,8.86e-05,0.0,0.000214,0.000114,0.357,0.185,0.511,0.693,0.16
4792,8.69e-05,0.0,0.000223,0.000114,0.4,0.266,0.773,0.693,0.157
4793,8.6e-05,0.0,0.000223,0.000114,0.347,0.298,0.862,0.693,0.103
4794,8.23e-05,0.0,0.000164,0.000114,0.252,0.244,0.901,0.693,0.173
4795,8.7e-05,0.0,0.000117,0.000114,0.15,0.229,0.907,0.692,0.31
4796,7.87e-05,0.0,8.81e-05,0.000114,0.0503,0.148,0.845,0.692,0.163
4797,7.11e-05,0.0,5.87e-05,0.000114,0.00513,0.112,0.733,0.692,0.0
4798,6.91e-05,0.0,3.76e-05,0.000114,0.0,0.142,0.641,0.692,0.0
4799,7.22e-05,0.0,2.35e-05,0.000114,0.0,0.162,0.44,0.692,0.0
4800,6.21e-05,0.0,9.4e-06,0.000114,0.0,0.169,0.309,0.692,0.0
4801,4.18e-05,2.16e-05,5.87e-06,0.000114,0.0,0.153,0.211,0.692,0.0
4802,2.89e-05,5.65e-05,2.35e-06,0.000114,0.0,0.142,0.118,0.692,0.0
4803,1.84e-05,7.64e-05,1.17e-06,0.000114,0.0,0.113,0.0644,0.691,0.0
4804,1.45e-05,8.97e-05,1.41e-05,0.000114,0.0,0.0725,0.0625,0.691,0.0
4805,1.09e-05,9.14e-05,3.76e-05,0.000114,0.0,0.0481,0.0469,0.691,0.0
4806,9.95e-06,7.81e-05,9.4e-05,0.000114,0.0184,0.0362,0.0369,0.691,0.0616
4807,7.72e-06,5.82e-05,0.000182,0.000114,0.0551,0.0405,0.0192,0.691,0.131
4808,1.72e-05,3.66e-05,0.000159,0.000114,0.0838,0.0636,0.047,0.691,0.128
4809,2.94e-05,1.33e-05,0.000147,0.000114,0.109,0.0751,0.0495,0.691,0.133
4810,5.13e-05,0.0,0.000164,0.000114,0.147,0.0599,0.0519,0.691,0.145
4811,6.43e-05,0.0,0.000188,0.000114,0.181,0.0727,0.0448,0.69,0.165
4812,7.06e-05,0.0,0.000207,0.000114,0.201,0.11,0.0193,0.69,0.153
4813,6.72e-05,0.0,0.000188,0.000114,0.258,0.148,0.0329,0.69,0.178
4814,6.6e-05,0.0,0.00019,0.000114,0.248,0.172,0.247,0.69,0.196
4815,6.5e-05,0.0,0.000214,0.000114,0.255,0.184,0.572,0.69,0.228
4816,4.7e-05,0.0,0.000223,0.000114,0.286,0.21,0.804,0.69,0.281
4817,4.65e-05,0.0,0.000223,0.000114,0.245,0.199,0.9,0.69,0.272
4818,5.61e-05,0.0,0.000164,0.000114,0.2,0.178,0.9,0.69,0.3
4819,5.59e-05,0.0,0.000117,0.000114,0.113,0.17,0.901,0.689,0.219
4820,5.6e-05,0.0,8.81e-05,0.000114,0.0399,0.163,0.838,0.689,0.127
4821,5.27e-05,0.0,5.87e-05,0.000114,0.00352,0.137,0.809,0.689,0.0
4822,5.28e-05,0.0,3.76e-05,0.000114,0.0,0.143,0.804,0.689,0.0
4823,6.39e-05,0.0,2.35e-05,0.000114,0.0,0.199,0.635,0.689,0.0
4824,5.13e-05,0.0,9.4e-06,0.000114,0.0,0.31,0.81,0.689,0.0
4825,3.11e-05,0.0,5.87e-06,0.000114,0.0,0.353,0.868,0.689,0.0
4826,1.96e-05,0.0,2.35e-06,0.000114,0.0,0.346,0.909,0.689,0.0
4827,1.21e-05,0.0,1.17e-06,0.000114,0.0,0.326,0.914,0.689,0.0
4828,6.92e-06,0.0,1.41e-05,0.000114,0.0,0.287,0.834,0.688,0.0
4829,6.07e-06,0.0,3.76e-05,0.000114,0.0,0.208,0.72,0.688,0.0
4830,3.42e-06,0.0,9.4e-05,0.000114,0.00984,0.176,0.444,0.688,0.0476
4831,3.8e-06,0.0,0.000182,0.000114,0.0581,0.12,0.274,0.688,0.166
4832,1.69e-05,0.0,0.000159,0.000114,0.154,0.0837,0.21,0.688,0.32
4833,3.23e-05,0.0,0.000147,0.000114,0.273,0.0628,0.195,0.688,0.407
4834,4.83e-05,0.0,0.000164,0.000114,0.349,0.051,0.217,0.688,0.405
4835,5.98e-05,0.0,0.000188,0.000114,0.401,0.0583,0.245,0.688,0.378
4836,7.01e-05,0.0,0.000207,0.000114,0.435,0.0684,0.269,0.687,0.0456
4837,7.31e-05,0.0,0.000188,0.000114,0.431,0.0853,0.256,0.687,0.0413
4838,6.15e-05,0.0,0.00019,0.000114,0.405,0.105,0.305,0.687,0.0793
4839,5.48e-05,0.0,0.000214,0.000114,0.402,0.129,0.402,0.687,0.0764
4840,5e-05,0.0,0.000223,0.000114,0.397,0.133,0.504,0.687,0.0303
4841,5.25e-05,0.0,0.000223,0.000114,0.366,0.136,0.573,0.687,0.0298
4842,5.87e-05,0.0,0.000164,0.000114,0.276,0.122,0.7,0.687,0.0
4843,6.36e-05,0.0,0.000117,0.000114,0.147,0.0957,0.747,0.687,0.0
4844,6.22e-05,0.0,8.81e-05,0.000114,0.0492,0.079,0.831,0.686,0.0
4845,5.91e-05,0.0,5.87e-05,0.000114,0.00535,0.0798,0.85,0.686,0.0
4846,5.81e-05,0.0,3.76e-05,0.000114,0.0,0.097,0.77,0.686,0.0
4847,6.68e-05,0.0,2.35e-05,0.000114,0.0,0.108,0.733,0.686,0.0
4848,5.23e-05,0.0,9.4e-06,0.000114,0.0,0.124,0.546,0.686,0.0
4849,3.13e-05,0.0,5.87e-06,0.000114,0.0,0.118,0.451,0.686,0.0
4850,1.95e-05,0.0,2.35e-06,0.000114,0.0,0.114,0.389,0.686,0.0
4851,1.18e-05,0.0,1.17e-06,0.000114,0.0,0.111,0.364,0.686,0.0
4852,8.49e-06,0.0,1.41e-05,0.000114,0.0,0.105,0.396,0.685,0.0
4853,8.92e-06,0.0,3.76e-05,0.000114,0.0,0.101,0.313,0.685,0.0
4854,2.08e-05,0.0,9.4e-05,0.000114,0.0101,0.0722,0.223,0.685,0.0
4855,4.1e-05,0.0,0.000182,0.000114,0.0584,0.064,0.232,0.685,0.0
4856,6.84e-05,0.0,0.000159,0.000114,0.166,0.0464,0.153,0.685,0.0
4857,9.8e-05,0.0,0.000147,0.000114,0.362,0.0349,0.066,0.685,0.0
4858,0.000113,0.0,0.000164,0.000114,0.513,0.041,0.0975,0.685,0.0133
4859,0.000129,0.0,0.000188,0.000114,0.577,0.0535,0.142,0.685,0.00356
4860,0.00014,0.0,0.000207,0.000114,0.617,0.0654,0.178,0.684,0.00768
4861,0.000135,0.0,0.000188,0.000114,0.582,0.0991,0.145,0.684,0.0243
4862,0.00013,0.0,0.00019,0.000114,0.527,0.147,0.316,0.684,0.0288
4863,0.000129,0.0,0.000214,0.000114,0.448,0.162,0.531,0.684,0.027
4864,0.000127,0.0,0.000223,0.000114,0.371,0.163,0.674,0.684,0.0216
4865,0.000125,0.0,0.000223,0.000114,0.28,0.158,0.733,0.684,0.00863
4866,0.000124,0.0,0.000164,0.000114,0.189,0.168,0.734,0.684,0.0
4867,0.000113,0.0,0.000117,0.000114,0.0992,0.162,0.818,0.684,0.0
4868,9.75e-05,0.0,8.81e-05,0.000114,0.0384,0.153,0.844,0.683,0.0
4869,8.64e-05,0.0,5.87e-05,0.000114,0.00257,0.165,0.462,0.683,0.0
4870,7.92e-05,0.0,3.76e-05,0.000114,0.0,0.157,0.175,0.683,0.0
4871,9.43e-05,0.0,2.35e-05,0.000114,0.0,0.169,0.143,0.683,0.0
4872,8.24e-05,0.0,9.4e-06,0.000114,0.0,0.166,0.102,0.683,0.0
4873,5.85e-05,0.0,5.87e-06,0.000114,0.0,0.176,0.0717,0.683,0.0
4874,4.23e-05,0.0,2.35e-06,0.000114,0.0,0.173,0.0844,0.683,0.0
4875,3.07e-05,0.0,1.17e-06,0.000114,0.0,0.152,0.118,0.682,0.0
4876,2.82e-05,0.0,1.41e-05,0.000114,0.0,0.114,0.0764,0.682,0.0
4877,2.73e-05,0.0,3.76e-05,0.000114,0.0,0.0801,0.121,0.682,0.0
4878,3.37e-05,0.0,9.4e-05,0.000114,0.0189,0.0496,0.0738,0.681,0.0
4879,4.77e-05,0.0,0.000182,0.000114,0.087,0.0233,0.0359,0.681,0.0
4880,7.49e-05,0.0,0.000159,0.000114,0.214,0.011,0.00547,0.681,0.00158
4881,9.73e-05,0.0,0.000147,0.000114,0.347,0.00861,0.00247,0.68,0.0152
4882,0.000114,0.0,0.000164,0.000114,0.444,0.00682,0.0026,0.68,0.0249
4883,0.000125,0.0,0.000188,0.000114,0.463,0.00804,0.00323,0.679,0.0206
4884,0.000134,0.0,0.000207,0.000114,0.456,0.0116,0.00411,0.679,0.0229
4885,0.000133,0.0,0.000188,0.000114,0.473,0.016,0.00329,0.679,0.0209
4886,0.00013,0.0,0.00019,0.000114,0.491,0.0213,0.00247,0.678,0.0235
4887,0.000129,0.0,0.000214,0.000114,0.407,0.0226,0.00247,0.678,0.0187
4888,0.000128,0.0,0.000223,0.000114,0.348,0.0207,0.0177,0.678,0.0157
4889,0.000124,0.0,0.000223,0.000114,0.298,0.0213,0.0404,0.677,0.00648
4890,0.000124,0.0,0.000164,0.000114,0.223,0.0188,0.0468,0.677,0.00478
4891,0.000116,0.0,0.000117,0.000114,0.139,0.0123,0.07,0.677,0.0
4892,0.000101,0.0,8.81e-05,0.000114,0.0558,0.0183,0.066,0.676,0.0
4893,8.8e-05,0.0,5.87e-05,0.000114,0.00694,0.0275,0.068,0.676,0.0
4894,8.3e-05,0.0,3.76e-05,0.000114,0.0,0.0239,0.0429,0.676,0.0
4895,9.79e-05,0.0,2.35e-05,0.000114,0.0,0.0356,0.0251,0.675,0.0
4896,8.45e-05,0.0,9.4e-06,0.000114,0.0,0.0459,0.00759,0.675,0.0
4897,6.06e-05,0.0,5.87e-06,0.000114,0.0,0.0373,0.00391,0.675,0.0
4898,4.28e-05,0.0,2.35e-06,0.000114,0.0,0.0405,0.00247,0.674,0.0
4899,3.37e-05,0.0,1.17e-06,0.000114,0.0,0.0334,0.00247,0.674,0.0
4900,2.92e-05,0.0,1.41e-05,0.000114,0.0,0.0217,0.00402,0.674,0.0
4901,3.05e-05,0.0,3.76e-05,0.000114,0.0,0.0187,0.00809,0.673,0.0
4902,3.5e-05,0.0,9.4e-05,0.000114,0.0123,0.0268,0.00688,0.673,0.0
4903,5.02e-05,0.0,0.000182,0.000114,0.0731,0.0213,0.00687,0.673,0.00308
