,Electricity (%_elec),Space Heating (%_sh),Passanger mobility (%_pass),Freight mobility (%_freight),PV,Wind_onshore,Wind_offshore,Hydro_river,Solar
1806,6.51e-05,9.64e-05,9.4e-05,0.000114,0.0,0.0509,0.0128,0.25,0.0
1807,0.000113,9.64e-05,0.000182,0.000114,0.0,0.127,0.0483,0.25,0.0
1808,0.000141,9.14e-05,0.000159,0.000114,0.0525,0.199,0.0485,0.25,0.0
1809,0.000156,8.64e-05,0.000147,0.000114,0.137,0.187,0.0999,0.249,0.0
1810,0.000169,8.14e-05,0.000164,0.000114,0.221,0.114,0.152,0.249,0.0
1811,0.000175,7.48e-05,0.000188,0.000114,0.305,0.0266,0.13,0.249,0.0
1812,0.000178,6.98e-05,0.000207,0.000114,0.389,0.0124,0.0829,0.249,0.0
1813,0.000168,6.48e-05,0.000188,0.000114,0.473,0.00909,0.0562,0.248,0.0
1814,0.000171,6.31e-05,0.00019,0.000114,0.557,0.00937,0.0147,0.248,0.0
1815,0.000171,6.15e-05,0.000214,0.000114,0.556,0.0112,0.0148,0.248,0.0
1816,0.000165,6.15e-05,0.000223,0.000114,0.443,0.016,0.0282,0.248,0.0
1817,0.00016,6.31e-05,0.000223,0.000114,0.278,0.0283,0.0551,0.247,0.0
1818,0.000165,7.48e-05,0.000164,0.000114,0.105,0.056,0.0695,0.247,0.0
1819,0.000174,7.15e-05,0.000117,0.000114,0.0122,0.0926,0.114,0.247,0.0
1820,0.000185,7.48e-05,8.81e-05,0.000114,0.0,0.113,0.163,0.247,0.0
1821,0.000165,7.64e-05,5.87e-05,0.000114,0.0,0.128,0.163,0.246,0.0
1822,0.000139,7.98e-05,3.76e-05,0.000114,0.0,0.134,0.158,0.246,0.0
1823,0.000138,8.14e-05,2.35e-05,0.000114,0.0,0.108,0.185,0.246,0.0
1824,0.000127,8.47e-05,9.4e-06,0.000114,0.0,0.0877,0.198,0.245,0.0
1825,0.0001,0.000105,5.87e-06,0.000114,0.0,0.0555,0.171,0.245,0.0
1826,7.94e-05,0.000128,2.35e-06,0.000114,0.0,0.0357,0.198,0.245,0.0
1827,6.46e-05,0.00015,1.17e-06,0.000114,0.0,0.0409,0.218,0.245,0.0
1828,6.22e-05,0.000161,1.41e-05,0.000114,0.0,0.0497,0.215,0.244,0.0
1829,6.66e-05,0.000173,3.76e-05,0.000114,0.0,0.0579,0.227,0.244,0.0
1830,8.37e-05,0.000181,9.4e-05,0.000114,0.0,0.0854,0.214,0.244,0.0
1831,0.000128,0.000183,0.000182,0.000114,8.57e-07,0.143,0.296,0.244,0.0
1832,0.000155,0.000169,0.000159,0.000114,0.0291,0.166,0.378,0.243,0.0306
1833,0.000171,0.00015,0.000147,0.000114,0.0977,0.132,0.38,0.243,0.0619
1834,0.000185,0.00013,0.000164,0.000114,0.186,0.0707,0.436,0.243,0.0916
1835,0.000184,0.000106,0.000188,0.000114,0.272,0.0458,0.464,0.243,0.136
1836,0.000191,8.81e-05,0.000207,0.000114,0.336,0.0587,0.385,0.242,0.155
1837,0.00018,7.48e-05,0.000188,0.000114,0.39,0.086,0.395,0.242,0.206
1838,0.000183,6.65e-05,0.00019,0.000114,0.406,0.112,0.434,0.242,0.148
1839,0.000181,6.15e-05,0.000214,0.000114,0.365,0.128,0.459,0.241,0.174
1840,0.000182,6.31e-05,0.000223,0.000114,0.265,0.159,0.5,0.241,0.147
1841,0.00017,6.98e-05,0.000223,0.000114,0.151,0.183,0.593,0.241,0.141
1842,0.000173,8.47e-05,0.000164,0.000114,0.0533,0.224,0.611,0.241,0.123
1843,0.000183,0.000101,0.000117,0.000114,0.00462,0.224,0.595,0.24,0.0
1844,0.000192,0.000118,8.81e-05,0.000114,0.0,0.235,0.653,0.24,0.0
1845,0.000173,0.000136,5.87e-05,0.000114,0.0,0.232,0.671,0.24,0.0
1846,0.000145,0.000155,3.76e-05,0.000114,0.0,0.208,0.542,0.24,0.0
1847,0.00015,0.000171,2.35e-05,0.000114,0.0,0.19,0.509,0.239,0.0
1848,0.000138,0.000189,9.4e-06,0.000114,0.0,0.173,0.461,0.239,0.0
1849,0.000108,0.000201,5.87e-06,0.000114,0.0,0.15,0.358,0.239,0.0
1850,8.43e-05,0.000213,2.35e-06,0.000114,0.0,0.14,0.351,0.239,0.0
1851,7.01e-05,0.000224,1.17e-06,0.000114,0.0,0.115,0.374,0.238,0.0
1852,6.61e-05,0.000231,1.41e-05,0.000114,0.0,0.102,0.395,0.238,0.0
1853,7.11e-05,0.000236,3.76e-05,0.000114,0.0,0.117,0.441,0.238,0.0
1854,9.07e-05,0.000241,9.4e-05,0.000114,0.0,0.125,0.477,0.237,0.0
1855,0.00013,0.000241,0.000182,0.000114,0.0,0.116,0.487,0.237,0.0
1856,0.000153,0.000216,0.000159,0.000114,0.00138,0.103,0.511,0.237,0.00538
1857,0.00016,0.000179,0.000147,0.000114,0.0109,0.0808,0.455,0.237,0.0285
1858,0.000169,0.000145,0.000164,0.000114,0.0298,0.0511,0.363,0.236,0.0524
1859,0.000168,0.00011,0.000188,0.000114,0.0497,0.0358,0.353,0.236,0.0767
1860,0.000171,7.98e-05,0.000207,0.000114,0.0738,0.0354,0.259,0.236,0.101
1861,0.000166,5.65e-05,0.000188,0.000114,0.0955,0.0312,0.264,0.236,0.133
1862,0.000164,3.99e-05,0.00019,0.000114,0.111,0.0369,0.311,0.235,0.148
1863,0.000157,3.32e-05,0.000214,0.000114,0.107,0.0287,0.286,0.235,0.158
1864,0.000154,3.32e-05,0.000223,0.000114,0.0852,0.0187,0.299,0.235,0.148
1865,0.000149,4.49e-05,0.000223,0.000114,0.0495,0.0216,0.294,0.235,0.113
1866,0.000152,6.65e-05,0.000164,0.000114,0.0171,0.0427,0.301,0.234,0.0648
1867,0.000159,9.14e-05,0.000117,0.000114,0.00164,0.0746,0.277,0.234,0.0
1868,0.000178,0.000106,8.81e-05,0.000114,0.0,0.0922,0.253,0.234,0.0
1869,0.000161,0.000123,5.87e-05,0.000114,0.0,0.0642,0.279,0.233,0.0
1870,0.000139,0.000138,3.76e-05,0.000114,0.0,0.0511,0.338,0.233,0.0
1871,0.000138,0.000153,2.35e-05,0.000114,0.0,0.0403,0.395,0.233,0.0
1872,0.000126,0.000168,9.4e-06,0.000114,0.0,0.0366,0.396,0.233,0.0
1873,9.89e-05,0.000179,5.87e-06,0.000114,0.0,0.0365,0.331,0.233,0.0
1874,7.66e-05,0.000193,2.35e-06,0.000114,0.0,0.0383,0.265,0.233,0.0
1875,6.3e-05,0.000206,1.17e-06,0.000114,0.0,0.0388,0.309,0.234,0.0
1876,6.27e-05,0.000213,1.41e-05,0.000114,0.0,0.0311,0.385,0.235,0.0
1877,6.76e-05,0.000219,3.76e-05,0.000114,0.0,0.0262,0.383,0.236,0.0
1878,8.61e-05,0.000224,9.4e-05,0.000114,0.0,0.0408,0.294,0.236,0.0
1879,0.000125,0.000224,0.000182,0.000114,1.71e-06,0.0521,0.209,0.237,0.0
1880,0.000149,0.000213,0.000159,0.000114,0.00627,0.0497,0.175,0.238,0.0
1881,0.000156,0.000199,0.000147,0.000114,0.0368,0.0453,0.147,0.238,0.0014
1882,0.000163,0.000183,0.000164,0.000114,0.0891,0.0337,0.112,0.239,0.00916
1883,0.000163,0.000166,0.000188,0.000114,0.0472,0.0251,0.126,0.24,0.00531
1884,0.000165,0.000153,0.000207,0.000114,0.148,0.00939,0.0979,0.24,0.0161
1885,0.000157,0.000143,0.000188,0.000114,0.181,0.0107,0.0553,0.241,0.0207
1886,0.000154,0.000135,0.00019,0.000114,0.17,0.0126,0.0514,0.242,0.0211
1887,0.00015,0.000131,0.000214,0.000114,0.149,0.0151,0.0266,0.243,0.0285
1888,0.000145,0.00013,0.000223,0.000114,0.124,0.0181,0.0108,0.243,0.031
1889,0.00014,0.000135,0.000223,0.000114,0.0836,0.0274,0.00964,0.244,0.022
1890,0.000142,0.000145,0.000164,0.000114,0.0399,0.0357,0.00608,0.245,0.0122
1891,0.000146,0.000156,0.000117,0.000114,0.0045,0.0358,0.00608,0.245,0.0
1892,0.000169,0.000171,8.81e-05,0.000114,0.0,0.0252,0.00608,0.246,0.0
1893,0.000154,0.000184,5.87e-05,0.000114,0.0,0.0242,0.00608,0.247,0.0
1894,0.000131,0.000198,3.76e-05,0.000114,0.0,0.0239,0.00688,0.248,0.0
1895,0.00013,0.000211,2.35e-05,0.000114,0.0,0.0137,0.0164,0.248,0.0
1896,0.000121,0.000224,9.4e-06,0.000114,0.0,0.013,0.0417,0.249,0.0
1897,9.16e-05,0.000236,5.87e-06,0.000114,0.0,0.0117,0.151,0.25,0.0
1898,7.09e-05,0.000248,2.35e-06,0.000114,0.0,0.0174,0.255,0.25,0.0
1899,5.66e-05,0.000259,1.17e-06,0.000114,0.0,0.0443,0.183,0.251,0.0
1900,5.24e-05,0.000264,1.41e-05,0.000114,0.0,0.097,0.209,0.252,0.0
1901,5.78e-05,0.000271,3.76e-05,0.000114,0.0,0.0902,0.292,0.252,0.0
1902,7.59e-05,0.000276,9.4e-05,0.000114,0.0,0.0886,0.382,0.253,0.0
1903,0.000117,0.000276,0.000182,0.000114,2.92e-05,0.122,0.44,0.254,0.0
1904,0.000145,0.000249,0.000159,0.000114,0.0215,0.136,0.554,0.255,0.0747
1905,0.000163,0.000216,0.000147,0.000114,0.104,0.166,0.621,0.255,0.21
1906,0.000177,0.000179,0.000164,0.000114,0.172,0.21,0.711,0.256,0.292
1907,0.000182,0.00015,0.000188,0.000114,0.188,0.264,0.853,0.257,0.233
1908,0.000192,0.000123,0.000207,0.000114,0.218,0.298,0.843,0.257,0.259
1909,0.000181,0.000101,0.000188,0.000114,0.252,0.411,0.809,0.258,0.278
1910,0.000173,8.31e-05,0.00019,0.000114,0.232,0.514,0.88,0.259,0.31
1911,0.000167,7.64e-05,0.000214,0.000114,0.233,0.556,0.892,0.259,0.32
1912,0.000154,7.64e-05,0.000223,0.000114,0.186,0.509,0.887,0.26,0.295
1913,0.000142,8.97e-05,0.000223,0.000114,0.141,0.465,0.865,0.261,0.237
1914,0.000139,0.000111,0.000164,0.000114,0.0657,0.412,0.886,0.262,0.17
1915,0.000142,0.000138,0.000117,0.000114,0.00939,0.394,0.876,0.262,0.0
1916,0.000156,0.000141,8.81e-05,0.000114,0.0,0.361,0.89,0.263,0.0
1917,0.000144,0.000146,5.87e-05,0.000114,0.0,0.324,0.907,0.264,0.0
1918,0.000123,0.00015,3.76e-05,0.000114,0.0,0.338,0.919,0.264,0.0
1919,0.000126,0.000155,2.35e-05,0.000114,0.0,0.391,0.875,0.265,0.0
1920,0.000122,0.000158,9.4e-06,0.000114,0.0,0.393,0.842,0.266,0.0
1921,9.48e-05,0.000158,5.87e-06,0.000114,0.0,0.358,0.789,0.267,0.0
1922,7.19e-05,0.000156,2.35e-06,0.000114,0.0,0.326,0.681,0.267,0.0
1923,5.65e-05,0.000155,1.17e-06,0.000114,0.0,0.292,0.585,0.268,0.0
1924,5.05e-05,0.000153,1.41e-05,0.000114,0.0,0.275,0.458,0.269,0.0
1925,4.76e-05,0.000153,3.76e-05,0.000114,0.0,0.253,0.348,0.269,0.0
1926,4.92e-05,0.000153,9.4e-05,0.000114,0.0,0.264,0.519,0.27,0.0
1927,5.48e-05,0.000151,0.000182,0.000114,1.71e-05,0.3,0.544,0.271,0.0
1928,6.08e-05,0.000145,0.000159,0.000114,0.00563,0.303,0.478,0.271,0.0
1929,8.33e-05,0.000138,0.000147,0.000114,0.0304,0.316,0.391,0.272,0.0
1930,0.00011,0.00013,0.000164,0.000114,0.0841,0.296,0.25,0.273,0.0
1931,0.000126,0.000125,0.000188,0.000114,0.146,0.259,0.145,0.274,0.0
1932,0.000134,0.000118,0.000207,0.000114,0.191,0.243,0.17,0.274,0.0
1933,0.000128,0.000111,0.000188,0.000114,0.23,0.24,0.148,0.275,0.0
1934,0.000118,0.000116,0.00019,0.000114,0.264,0.236,0.122,0.276,0.0
1935,0.000118,0.000108,0.000214,0.000114,0.37,0.2,0.0854,0.276,0.0
1936,0.000106,0.000106,0.000223,0.000114,0.418,0.169,0.045,0.277,0.0
1937,0.000101,0.000108,0.000223,0.000114,0.285,0.133,0.0411,0.278,0.0
1938,9.86e-05,0.00011,0.000164,0.000114,0.125,0.114,0.0355,0.278,0.0
1939,0.000109,0.000115,0.000117,0.000114,0.0194,0.0732,0.0416,0.279,0.0
1940,0.00013,0.00012,8.81e-05,0.000114,0.0,0.0817,0.0387,0.28,0.0
1941,0.000118,0.000126,5.87e-05,0.000114,0.0,0.094,0.0148,0.281,0.0
1942,0.000102,0.000133,3.76e-05,0.000114,0.0,0.106,0.00974,0.281,0.0
1943,0.000101,0.000138,2.35e-05,0.000114,0.0,0.113,0.00974,0.282,0.0
1944,0.000102,0.000145,9.4e-06,0.000114,0.0,0.0949,0.00974,0.283,0.0
1945,7.92e-05,0.000168,5.87e-06,0.000114,0.0,0.086,0.00974,0.283,0.0
1946,5.83e-05,0.000193,2.35e-06,0.000114,0.0,0.0668,0.0181,0.284,0.0
1947,4.43e-05,0.000218,1.17e-06,0.000114,0.0,0.0547,0.0331,0.285,0.0
1948,3.59e-05,0.000231,1.41e-05,0.000114,0.0,0.0541,0.0358,0.286,0.0
1949,3.34e-05,0.000244,3.76e-05,0.000114,0.0,0.0489,0.0456,0.286,0.0
1950,3.73e-05,0.000254,9.4e-05,0.000114,0.0,0.0556,0.07,0.287,0.0
1951,3.83e-05,0.000254,0.000182,0.000114,0.00102,0.0554,0.086,0.288,0.0
1952,4.01e-05,0.000228,0.000159,0.000114,0.0632,0.0576,0.122,0.288,0.239
1953,5.76e-05,0.000196,0.000147,0.000114,0.233,0.0483,0.118,0.289,0.549
1954,8.45e-05,0.000161,0.000164,0.000114,0.412,0.0186,0.065,0.29,0.772
1955,9.45e-05,0.000131,0.000188,0.000114,0.547,0.00383,0.0313,0.29,0.733
1956,0.000109,0.000103,0.000207,0.000114,0.616,0.00152,0.0156,0.291,0.851
1957,0.000111,8.47e-05,0.000188,0.000114,0.613,0.00225,0.0379,0.292,0.772
1958,9.26e-05,7.31e-05,0.00019,0.000114,0.528,0.00317,0.0798,0.293,0.635
1959,8.01e-05,6.81e-05,0.000214,0.000114,0.437,0.00381,0.135,0.293,0.602
1960,7.87e-05,6.98e-05,0.000223,0.000114,0.32,0.00833,0.148,0.294,0.521
1961,7.71e-05,8.31e-05,0.000223,0.000114,0.217,0.016,0.197,0.295,0.459
1962,8.52e-05,0.000105,0.000164,0.000114,0.109,0.0224,0.201,0.295,0.216
1963,9.9e-05,0.000131,0.000117,0.000114,0.0198,0.0329,0.189,0.296,0.0
1964,0.000128,0.000141,8.81e-05,0.000114,1.71e-06,0.0427,0.2,0.297,0.0
1965,0.000123,0.000153,5.87e-05,0.000114,0.0,0.0361,0.288,0.297,0.0
1966,0.000104,0.000163,3.76e-05,0.000114,0.0,0.0443,0.214,0.298,0.0
1967,0.000102,0.000173,2.35e-05,0.000114,0.0,0.0428,0.17,0.299,0.0
1968,9.89e-05,0.000183,9.4e-06,0.000114,0.0,0.0444,0.109,0.3,0.0
1969,7.46e-05,0.000183,5.87e-06,0.000114,0.0,0.0463,0.0625,0.3,0.0
1970,5.76e-05,0.000183,2.35e-06,0.000114,0.0,0.0325,0.0436,0.301,0.0
1971,4.92e-05,0.000181,1.17e-06,0.000114,0.0,0.0284,0.0388,0.302,0.0
1972,4.27e-05,0.000181,1.41e-05,0.000114,0.0,0.0302,0.0426,0.302,0.0
1973,5.02e-05,0.000181,3.76e-05,0.000114,0.0,0.0363,0.03,0.303,0.0
1974,7.31e-05,0.000181,9.4e-05,0.000114,0.0,0.0429,0.051,0.304,0.0
1975,0.000118,0.000178,0.000182,0.000114,0.0012,0.0417,0.0189,0.305,0.0
1976,0.000143,0.000168,0.000159,0.000114,0.0587,0.0516,0.0248,0.305,0.0
1977,0.000156,0.000156,0.000147,0.000114,0.183,0.0361,0.0532,0.306,0.0
1978,0.000169,0.000145,0.000164,0.000114,0.333,0.0156,0.0521,0.307,0.0
1979,0.000171,0.000133,0.000188,0.000114,0.455,0.0254,0.0323,0.307,0.0
1980,0.000177,0.00012,0.000207,0.000114,0.497,0.0311,0.0483,0.308,0.00294
1981,0.000169,0.000111,0.000188,0.000114,0.476,0.0396,0.0304,0.309,0.00538
1982,0.000162,0.000105,0.00019,0.000114,0.363,0.028,0.00676,0.309,0.0
1983,0.000159,0.000103,0.000214,0.000114,0.298,0.0148,0.00242,0.31,0.0
1984,0.000157,0.000101,0.000223,0.000114,0.206,0.0104,0.0314,0.311,0.0
1985,0.000145,0.000105,0.000223,0.000114,0.082,0.00874,0.155,0.312,0.0
1986,0.000151,0.000111,0.000164,0.000114,0.0307,0.0113,0.267,0.312,0.0
1987,0.000156,0.00012,0.000117,0.000114,0.0044,0.0262,0.3,0.313,0.0
1988,0.000176,0.00013,8.81e-05,0.000114,0.0,0.041,0.245,0.314,0.0
1989,0.000163,0.000141,5.87e-05,0.000114,0.0,0.0561,0.25,0.314,0.0
1990,0.000138,0.000156,3.76e-05,0.000114,0.0,0.085,0.221,0.315,0.0
1991,0.000141,0.000161,2.35e-05,0.000114,0.0,0.0873,0.217,0.316,0.0
1992,0.000129,0.000171,9.4e-06,0.000114,0.0,0.0908,0.172,0.317,0.0
1993,0.000103,0.000188,5.87e-06,0.000114,0.0,0.0506,0.25,0.317,0.0
1994,8.34e-05,0.000206,2.35e-06,0.000114,0.0,0.0435,0.294,0.318,0.0
1995,6.95e-05,0.000224,1.17e-06,0.000114,0.0,0.0435,0.356,0.319,0.0
1996,6.59e-05,0.000234,1.41e-05,0.000114,0.0,0.0366,0.427,0.319,0.0
1997,7.03e-05,0.000244,3.76e-05,0.000114,0.0,0.0353,0.436,0.32,0.0
1998,9.12e-05,0.000251,9.4e-05,0.000114,0.0,0.04,0.47,0.321,0.0
1999,0.00013,0.000249,0.000182,0.000114,5.32e-05,0.0457,0.532,0.321,0.0
2000,0.000147,0.000219,0.000159,0.000114,0.00864,0.0536,0.533,0.322,0.0135
2001,0.000155,0.000181,0.000147,0.000114,0.0342,0.0627,0.479,0.323,0.0755
2002,0.000163,0.000146,0.000164,0.000114,0.0669,0.0613,0.43,0.324,0.106
2003,0.000165,0.000115,0.000188,0.000114,0.095,0.0669,0.403,0.324,0.119
2004,0.000169,8.64e-05,0.000207,0.000114,0.119,0.0666,0.311,0.325,0.144
2005,0.000164,6.65e-05,0.000188,0.000114,0.14,0.0981,0.394,0.326,0.157
2006,0.000159,5.32e-05,0.00019,0.000114,0.155,0.0992,0.459,0.326,0.17
2007,0.000153,4.82e-05,0.000214,0.000114,0.148,0.103,0.458,0.327,0.182
2008,0.000153,4.82e-05,0.000223,0.000114,0.131,0.105,0.503,0.328,0.203
2009,0.000147,5.65e-05,0.000223,0.000114,0.11,0.118,0.361,0.328,0.265
2010,0.000149,7.81e-05,0.000164,0.000114,0.0584,0.11,0.32,0.329,0.124
2011,0.000152,0.000105,0.000117,0.000114,0.0144,0.113,0.225,0.33,0.0
2012,0.000168,0.000123,8.81e-05,0.000114,3.52e-05,0.11,0.0936,0.331,0.0
2013,0.000158,0.000141,5.87e-05,0.000114,0.0,0.11,0.0419,0.331,0.0
2014,0.000133,0.00016,3.76e-05,0.000114,0.0,0.0936,0.0116,0.332,0.0
2015,0.000135,0.000178,2.35e-05,0.000114,0.0,0.111,0.000828,0.333,0.0
2016,0.000124,0.000196,9.4e-06,0.000114,0.0,0.106,0.000828,0.333,0.0
2017,0.0001,0.000208,5.87e-06,0.000114,0.0,0.101,0.00756,0.334,0.0
2018,7.97e-05,0.000221,2.35e-06,0.000114,0.0,0.0659,0.0413,0.335,0.0
2019,6.64e-05,0.000234,1.17e-06,0.000114,0.0,0.0594,0.0492,0.336,0.0
2020,6.1e-05,0.000243,1.41e-05,0.000114,0.0,0.0553,0.154,0.336,0.0
2021,6.57e-05,0.000249,3.76e-05,0.000114,0.0,0.0663,0.204,0.337,0.0
2022,8.83e-05,0.000254,9.4e-05,0.000114,0.0,0.083,0.262,0.338,0.0
2023,0.000127,0.000253,0.000182,0.000114,0.00408,0.131,0.418,0.338,0.0
2024,0.000147,0.000223,0.000159,0.000114,0.0671,0.195,0.662,0.339,0.142
2025,0.000158,0.000191,0.000147,0.000114,0.16,0.239,0.84,0.34,0.258
2026,0.000165,0.000158,0.000164,0.000114,0.249,0.277,0.873,0.34,0.317
2027,0.000168,0.000133,0.000188,0.000114,0.267,0.406,0.9,0.341,0.226
2028,0.000171,0.000111,0.000207,0.000114,0.225,0.566,0.902,0.342,0.156
2029,0.000166,9.31e-05,0.000188,0.000114,0.181,0.646,0.904,0.343,0.14
2030,0.000166,8.14e-05,0.00019,0.000114,0.141,0.724,0.899,0.343,0.101
2031,0.000164,7.81e-05,0.000214,0.000114,0.106,0.759,0.865,0.344,0.0807
2032,0.000167,7.98e-05,0.000223,0.000114,0.0804,0.734,0.716,0.345,0.0472
2033,0.00016,8.97e-05,0.000223,0.000114,0.0501,0.714,0.449,0.345,0.0735
2034,0.000162,0.000108,0.000164,0.000114,0.0244,0.673,0.645,0.346,0.0417
2035,0.000164,0.000131,0.000117,0.000114,0.00688,0.502,0.779,0.347,0.0
2036,0.00018,0.000141,8.81e-05,0.000114,2.74e-05,0.354,0.808,0.347,0.0
2037,0.000169,0.00015,5.87e-05,0.000114,0.0,0.299,0.889,0.348,0.0
2038,0.000145,0.00016,3.76e-05,0.000114,0.0,0.32,0.901,0.349,0.0
2039,0.000147,0.000168,2.35e-05,0.000114,0.0,0.365,0.896,0.35,0.0
2040,0.00014,0.000176,9.4e-06,0.000114,0.0,0.401,0.903,0.35,0.0
2041,0.000113,0.000179,5.87e-06,0.000114,0.0,0.468,0.903,0.351,0.0
2042,9.1e-05,0.000184,2.35e-06,0.000114,0.0,0.458,0.904,0.351,0.0
2043,7.81e-05,0.000189,1.17e-06,0.000114,0.0,0.494,0.907,0.351,0.0
2044,7.32e-05,0.000191,1.41e-05,0.000114,0.0,0.473,0.874,0.351,0.0
2045,7.95e-05,0.000194,3.76e-05,0.000114,0.0,0.466,0.846,0.351,0.0
2046,9.82e-05,0.000196,9.4e-05,0.000114,0.0,0.412,0.832,0.351,0.0
2047,0.000138,0.000194,0.000182,0.000114,0.00224,0.391,0.69,0.351,0.0
2048,0.000163,0.000168,0.000159,0.000114,0.0697,0.338,0.672,0.351,0.0559
2049,0.000174,0.000136,0.000147,0.000114,0.245,0.302,0.601,0.351,0.131
2050,0.000181,0.000108,0.000164,0.000114,0.323,0.298,0.409,0.351,0.106
2051,0.000178,7.15e-05,0.000188,0.000114,0.359,0.283,0.298,0.351,0.17
2052,0.000178,4.65e-05,0.000207,0.000114,0.377,0.279,0.216,0.352,0.172
2053,0.000166,2.49e-05,0.000188,0.000114,0.427,0.262,0.135,0.352,0.166
2054,0.000164,1.33e-05,0.00019,0.000114,0.461,0.244,0.149,0.352,0.169
2055,0.000164,8.31e-06,0.000214,0.000114,0.433,0.261,0.173,0.352,0.14
2056,0.000163,8.31e-06,0.000223,0.000114,0.375,0.249,0.122,0.352,0.166
2057,0.000158,1.66e-05,0.000223,0.000114,0.259,0.211,0.0797,0.352,0.215
2058,0.000165,3.49e-05,0.000164,0.000114,0.138,0.158,0.112,0.352,0.151
2059,0.000172,5.98e-05,0.000117,0.000114,0.0311,0.107,0.16,0.352,0.0
2060,0.000182,7.31e-05,8.81e-05,0.000114,9.6e-05,0.0762,0.154,0.352,0.0
2061,0.000169,8.81e-05,5.87e-05,0.000114,0.0,0.0612,0.187,0.352,0.0
2062,0.000144,0.000101,3.76e-05,0.000114,0.0,0.0543,0.147,0.352,0.0
2063,0.000145,0.000115,2.35e-05,0.000114,0.0,0.0436,0.0982,0.352,0.0
2064,0.000135,0.000128,9.4e-06,0.000114,0.0,0.0396,0.135,0.352,0.0
2065,0.000109,0.000136,5.87e-06,0.000114,0.0,0.063,0.113,0.353,0.0
2066,8.84e-05,0.000145,2.35e-06,0.000114,0.0,0.0951,0.128,0.353,0.0
2067,7.49e-05,0.000153,1.17e-06,0.000114,0.0,0.156,0.154,0.353,0.0
2068,7.04e-05,0.000158,1.41e-05,0.000114,0.0,0.257,0.13,0.353,0.0
2069,7.46e-05,0.000163,3.76e-05,0.000114,0.0,0.331,0.208,0.353,0.0
2070,9.47e-05,0.000165,9.4e-05,0.000114,0.0,0.35,0.36,0.353,0.0
2071,0.000133,0.000163,0.000182,0.000114,0.00488,0.413,0.459,0.353,0.0
2072,0.000155,0.000145,0.000159,0.000114,0.0744,0.363,0.432,0.353,0.0238
2073,0.000166,0.000126,0.000147,0.000114,0.158,0.342,0.549,0.353,0.0148
2074,0.000172,0.000108,0.000164,0.000114,0.159,0.451,0.78,0.353,0.0204
2075,0.000171,8.97e-05,0.000188,0.000114,0.121,0.571,0.85,0.353,0.0162
2076,0.000174,7.31e-05,0.000207,0.000114,0.121,0.582,0.88,0.353,0.0159
2077,0.000163,6.31e-05,0.000188,0.000114,0.0995,0.585,0.902,0.353,0.00899
2078,0.000159,5.82e-05,0.00019,0.000114,0.0923,0.544,0.9,0.353,0.00662
2079,0.000156,5.65e-05,0.000214,0.000114,0.115,0.56,0.902,0.354,0.00719
2080,0.000148,5.98e-05,0.000223,0.000114,0.116,0.562,0.908,0.354,0.00641
2081,0.000142,6.65e-05,0.000223,0.000114,0.0796,0.575,0.909,0.354,0.0
2082,0.000142,7.81e-05,0.000164,0.000114,0.0336,0.638,0.907,0.354,0.0
2083,0.000142,9.14e-05,0.000117,0.000114,0.00475,0.676,0.908,0.354,0.0
2084,0.000155,0.000101,8.81e-05,0.000114,2.57e-06,0.628,0.91,0.354,0.0
2085,0.000148,0.000111,5.87e-05,0.000114,0.0,0.659,0.909,0.354,0.0
2086,0.000129,0.000121,3.76e-05,0.000114,0.0,0.767,0.907,0.354,0.0
2087,0.00013,0.00013,2.35e-05,0.000114,0.0,0.853,0.908,0.354,0.0
2088,0.000122,0.00014,9.4e-06,0.000114,0.0,0.877,0.91,0.354,0.0
2089,9.78e-05,0.000146,5.87e-06,0.000114,0.0,0.843,0.91,0.354,0.0
2090,7.02e-05,0.000155,2.35e-06,0.000114,0.0,0.813,0.91,0.354,0.0
2091,5.61e-05,0.000163,1.17e-06,0.000114,0.0,0.804,0.909,0.354,0.0
2092,5.03e-05,0.000165,1.41e-05,0.000114,0.0,0.826,0.91,0.354,0.0
2093,4.92e-05,0.000168,3.76e-05,0.000114,0.0,0.855,0.906,0.355,0.0
2094,5.21e-05,0.000174,9.4e-05,0.000114,0.0,0.842,0.907,0.355,0.0
2095,5.81e-05,0.000168,0.000182,0.000114,0.000575,0.796,0.91,0.355,0.0
2096,6.84e-05,0.000166,0.000159,0.000114,0.0126,0.768,0.91,0.355,0.0
2097,8.97e-05,0.000161,0.000147,0.000114,0.0309,0.777,0.912,0.355,0.0
2098,0.000105,0.000158,0.000164,0.000114,0.0594,0.81,0.914,0.355,0.0
2099,0.000109,0.000155,0.000188,0.000114,0.0765,0.828,0.897,0.355,0.0
2100,0.000112,0.000151,0.000207,0.000114,0.0949,0.846,0.888,0.355,0.0
2101,0.00011,0.00015,0.000188,0.000114,0.108,0.881,0.909,0.355,0.0
2102,9.95e-05,0.000121,0.00019,0.000114,0.0698,0.889,0.907,0.355,0.0336
2103,8.92e-05,0.000101,0.000214,0.000114,0.0501,0.888,0.485,0.355,0.0171
2104,8.58e-05,9.14e-05,0.000223,0.000114,0.0446,0.873,0.402,0.355,0.0173
2105,8.36e-05,8.64e-05,0.000223,0.000114,0.0278,0.856,0.407,0.355,0.0151
2106,8.95e-05,8.97e-05,0.000164,0.000114,0.0151,0.842,0.457,0.355,0.0164
