,First-order Sobol indices,Total-order Sobol indices
einv_constr-CAR_BEV,0.21501428776528647,0.21501428776528647
f_max-NUCLEAR,0.0713234945837317,0.0713234945837317
einv_op-GAS,0.06352076690584196,0.06352076690584196
einv_constr-PV,0.05633696979608039,0.05633696979608039
other-share_mobility_public_max,0.03529477991305244,0.03529477991305244
einv_op-H2,0.03172666397882039,0.03172666397882039
einv_constr-DHN_DEEP_GEO,0.029352623536472597,0.029352623536472597
c_pt-PV,0.0253751885382805,0.0253751885382805
c_pt-Wind_onshore,0.023982107500327456,0.023982107500327456
TRANSPORTATION-MOBILITY_PASSENGER,0.022810637310374457,0.022810637310374457
INDUSTRY-NON_ENERGY,0.022096938647826986,0.022096938647826986
avail-WET_BIOMASS,0.021122719883904077,0.021122719883904077
einv_constr-TRUCK_ELEC,0.01938751090743162,0.01938751090743162
f_max-WIND_ONSHORE,0.018531005886825394,0.018531005886825394
f_max-WIND_OFFSHORE,0.018395911450062776,0.018395911450062776
einv_constr-IND_BOILER_OIL,0.018256721709300518,0.018256721709300518
avail-WOOD,0.015218830663392219,0.015218830663392219
einv_constr-DHN_COGEN_WOOD,0.015197672422936891,0.015197672422936891
einv_constr-IND_BOILER_COAL,0.014457685121539658,0.014457685121539658
other-share_freight_train_max,0.013528301473417687,0.013528301473417687
einv_op-ELECTRICITY,0.01230327312232356,0.01230327312232356
einv_op-WET_BIOMASS,0.011604300079238104,0.011604300079238104
einv_op-AMMONIA,0.010035381368095939,0.010035381368095939
einv_constr-CAR_FUEL_CELL,0.009369908744362323,0.009369908744362323
einv_constr-DHN_COGEN_GAS,0.009264506860392034,0.009264506860392034
INDUSTRY-HEAT_LOW_T_HW,0.009244401387895642,0.009244401387895642
einv_constr-WIND_ONSHORE,0.008761484380898776,0.008761484380898776
einv_constr-METHANE_TO_METHANOL,0.008445359423652692,0.008445359423652692
einv_constr-IND_BOILER_WASTE,0.0077473052487044315,0.0077473052487044315
INDUSTRY-ELECTRICITY,0.007080691618262715,0.007080691618262715
INDUSTRY-HEAT_HIGH_T,0.006770006756205626,0.006770006756205626
einv_constr-TRAIN_FREIGHT,0.006750891793265186,0.006750891793265186
einv_constr-CAR_PHEV,0.00672438908611191,0.00672438908611191
einv_op-METHANOL,0.006549774149569769,0.006549774149569769
other-ELECTRICITY,0.006118919531564186,0.006118919531564186
einv_constr-HABER_BOSCH,0.005934152203420741,0.005934152203420741
einv_op-LFO,0.005878582920948971,0.005878582920948971
einv_constr-CAR_NG,0.005710773854945405,0.005710773854945405
einv_constr-CAR_HEV,0.005640559808203106,0.005640559808203106
einv_op-URANIUM,0.005522928709675704,0.005522928709675704
einv_op-WASTE,0.00549931428045324,0.00549931428045324
einv_op-METHANOL_RE,0.005293039240059147,0.005293039240059147
c_pt-Wind_offshore,0.004825191526735398,0.004825191526735398
einv_constr-TRUCK_NG,0.003992944416744858,0.003992944416744858
einv_constr-IND_COGEN_WOOD,0.0037922546342182154,0.0037922546342182154
einv_constr-DEC_BOILER_GAS,0.0027130679597157253,0.0027130679597157253
INDUSTRY-LIGHTING,0.0026509662834247223,0.0026509662834247223
einv_op-AMMONIA_RE,0.002599250166663715,0.002599250166663715
einv_constr-BOAT_FREIGHT_METHANOL,0.002568151713488817,0.002568151713488817
einv_constr-DHN_BOILER_WOOD,0.0025331644890907896,0.0025331644890907896
other-import_capacity,0.0024518807829964845,0.0024518807829964845
einv_constr-CAR_METHANOL,0.0022888994690309456,0.0022888994690309456
einv_constr-DEC_DIRECT_ELEC,0.002237072985420993,0.002237072985420993
einv_constr-DEC_COGEN_GAS,0.0020838342090113643,0.0020838342090113643
einv_constr-H2_ELECTROLYSIS,0.0020794916403110955,0.0020794916403110955
other-share_freight_boat_max,0.0019219560889845622,0.0019219560889845622
TRANSPORTATION-MOBILITY_FREIGHT,0.0018927065880717966,0.0018927065880717966
einv_op-GAS_RE,0.001854079315421617,0.001854079315421617
einv_op-BIOETHANOL,0.0018502249481345018,0.0018502249481345018
einv_constr-AMMONIA_TO_H2,0.0017708224367086523,0.0017708224367086523
einv_constr-TRUCK_METHANOL,0.001758304117288461,0.001758304117288461
einv_constr-DHN_COGEN_BIO_HYDROLYSIS,0.0017450534265479993,0.0017450534265479993
einv_constr-DHN_COGEN_WET_BIOMASS,0.0016270480934111816,0.0016270480934111816
c_pt-Hydro_river,0.0014275981022339032,0.0014275981022339032
einv_constr-BUS_COACH_DIESEL,0.0013717306211183363,0.0013717306211183363
SERVICES-LIGHTING,0.0012800127604767192,0.0012800127604767192
einv_constr-BOAT_FREIGHT_DIESEL,0.0011807215008360868,0.0011807215008360868
einv_constr-BIOMETHANATION,0.0011567230236491381,0.0011567230236491381
einv_op-H2_RE,0.0010582055403595828,0.0010582055403595828
einv_constr-TRAMWAY_TROLLEY,0.0010570651839543635,0.0010570651839543635
einv_constr-BUS_COACH_FC_HYBRIDH2,0.0010369036731223606,0.0010369036731223606
avail-WASTE,0.0010139145343890403,0.0010139145343890403
einv_constr-H2_BIOMASS,0.0009641621707162965,0.0009641621707162965
HOUSEHOLDS-HEAT_LOW_T_HW,0.0009199287621856705,0.0009199287621856705
einv_op-WOOD,0.0009063195660362205,0.0009063195660362205
einv_constr-WIND_OFFSHORE,0.0008520903534576668,0.0008520903534576668
einv_constr-METHANOL_TO_HVC,0.0008045842069430441,0.0008045842069430441
HOUSEHOLDS-LIGHTING,0.0007926101045055627,0.0007926101045055627
einv_constr-IND_COGEN_WASTE,0.0007807529555915154,0.0007807529555915154
einv_constr-DHN_COGEN_WASTE,0.0007666791814344003,0.0007666791814344003
einv_constr-DEC_BOILER_OIL,0.0007381257267643811,0.0007381257267643811
einv_constr-CCGT_AMMONIA,0.0006420698961690651,0.0006420698961690651
einv_constr-PYROLYSIS_TO_LFO,0.0006378667089154762,0.0006378667089154762
einv_constr-DHN_BOILER_OIL,0.0006354257671020332,0.0006354257671020332
einv_constr-BOAT_FREIGHT_NG,0.0006268606365792497,0.0006268606365792497
einv_constr-GASIFICATION_SNG,0.000618257386849823,0.000618257386849823
HOUSEHOLDS-HEAT_LOW_T_SH,0.0006071890256239697,0.0006071890256239697
einv_op-GASOLINE,0.0005790540351968004,0.0005790540351968004
einv_constr-PYROLYSIS_TO_FUELS,0.0005691076228053192,0.0005691076228053192
einv_constr-SYN_METHANOLATION,0.0005602457752550272,0.0005602457752550272
einv_constr-DEC_SOLAR,0.0005471595099928978,0.0005471595099928978
einv_constr-IND_DIRECT_ELEC,0.0005333361079588062,0.0005333361079588062
other-share_heat_dhn_max,0.0005115022504651816,0.0005115022504651816
einv_constr-DHN_BOILER_GAS,0.0004909315251391942,0.0004909315251391942
einv_constr-DEC_COGEN_OIL,0.0004548205908293469,0.0004548205908293469
einv_constr-CAR_DIESEL,0.00040982951406016776,0.00040982951406016776
