,First-order Sobol indices,Total-order Sobol indices
einv_constr-CAR_BEV,0.1672193272645911,0.1672193272645911
other-share_mobility_public_max,0.12621028545059904,0.12621028545059904
f_max-NUCLEAR,0.12431933230056236,0.12431933230056236
einv_constr-PV,0.05019371325151182,0.05019371325151182
f_max-WIND_OFFSHORE,0.047786450577172686,0.047786450577172686
INDUSTRY-NON_ENERGY,0.04133815747965946,0.04133815747965946
einv_op-WET_BIOMASS,0.029898943233274734,0.029898943233274734
f_max-DHN_DEEP_GEO,0.02905061832361129,0.02905061832361129
einv_op-GAS,0.0283959304635794,0.0283959304635794
avail-WET_BIOMASS,0.025377301640704446,0.025377301640704446
einv_constr-IND_BOILER_OIL,0.024861119489251446,0.024861119489251446
avail-WOOD,0.024276524693478067,0.024276524693478067
einv_constr-DEC_ADVCOGEN_GAS,0.017765563834712145,0.017765563834712145
einv_op-METHANOL,0.016087147618674434,0.016087147618674434
SERVICES-LIGHTING,0.013063468575072991,0.013063468575072991
einv_constr-TRUCK_FUEL_CELL,0.012342239784740383,0.012342239784740383
c_pt-PV,0.011778209916412371,0.011778209916412371
f_max-WIND_ONSHORE,0.011442891541461513,0.011442891541461513
TRANSPORTATION-MOBILITY_PASSENGER,0.011040887321674436,0.011040887321674436
einv_op-WOOD,0.01022137602558213,0.01022137602558213
c_pt-Wind_offshore,0.007899978706051624,0.007899978706051624
einv_constr-DEC_BOILER_OIL,0.0076801747764240445,0.0076801747764240445
einv_op-URANIUM,0.007655716278484935,0.007655716278484935
einv_constr-TRUCK_NG,0.0074304757658221485,0.0074304757658221485
einv_constr-CAR_NG,0.007304253811363682,0.007304253811363682
einv_constr-CAR_HEV,0.007191139936434583,0.007191139936434583
f_max-GEOTHERMAL,0.006156941568338705,0.006156941568338705
einv_op-ELECTRICITY,0.005614962623773982,0.005614962623773982
einv_constr-CAR_PHEV,0.005277794909365406,0.005277794909365406
c_pt-Wind_onshore,0.005031781198058149,0.005031781198058149
HOUSEHOLDS-HEAT_LOW_T_HW,0.004944434046375699,0.004944434046375699
einv_constr-TRUCK_ELEC,0.004833516696757255,0.004833516696757255
einv_constr-DHN_BOILER_OIL,0.004485922685242808,0.004485922685242808
einv_constr-DEC_COGEN_OIL,0.004369964614830102,0.004369964614830102
einv_constr-AMMONIA_TO_H2,0.00426871213147268,0.00426871213147268
other-ELECTRICITY,0.004197605350295317,0.004197605350295317
HOUSEHOLDS-HEAT_LOW_T_SH,0.003965207949647782,0.003965207949647782
einv_constr-BUS_COACH_FC_HYBRIDH2,0.003943283120852141,0.003943283120852141
INDUSTRY-HEAT_HIGH_T,0.0038697590674940164,0.0038697590674940164
einv_constr-DEC_DIRECT_ELEC,0.003754650073219069,0.003754650073219069
einv_op-AMMONIA,0.002886784594452735,0.002886784594452735
other-share_heat_dhn_max,0.002840024125908274,0.002840024125908274
einv_constr-NUCLEAR,0.0027473366233164626,0.0027473366233164626
avail-WASTE,0.002331428132461587,0.002331428132461587
einv_constr-OIL_TO_HVC,0.0022576096884445443,0.0022576096884445443
einv_op-GAS_RE,0.002064635229077825,0.002064635229077825
einv_constr-TRAMWAY_TROLLEY,0.002047525314283268,0.002047525314283268
INDUSTRY-ELECTRICITY,0.002029825125600898,0.002029825125600898
einv_constr-BIOMASS_TO_METHANOL,0.0019941318411473077,0.0019941318411473077
einv_constr-DHN_HP_ELEC,0.001986507840542109,0.001986507840542109
einv_constr-DEC_COGEN_GAS,0.001941377976330659,0.001941377976330659
HOUSEHOLDS-LIGHTING,0.001932325609225322,0.001932325609225322
HOUSEHOLDS-ELECTRICITY,0.0018746997537223945,0.0018746997537223945
einv_constr-DHN_COGEN_BIO_HYDROLYSIS,0.0017822148305305812,0.0017822148305305812
TRANSPORTATION-MOBILITY_FREIGHT,0.0017800886219226457,0.0017800886219226457
einv_op-BIODIESEL,0.0017663341185225813,0.0017663341185225813
einv_constr-GAS_TO_HVC,0.0015986045424444385,0.0015986045424444385
einv_constr-WIND_OFFSHORE,0.0014920180867459391,0.0014920180867459391
einv_constr-PYROLYSIS_TO_LFO,0.001467154315929183,0.001467154315929183
einv_constr-BOAT_FREIGHT_NG,0.001406245370493378,0.001406245370493378
einv_constr-METHANOL_TO_HVC,0.0012731575423875494,0.0012731575423875494
einv_constr-H2_BIOMASS,0.001163008346803087,0.001163008346803087
f_max-PV,0.001070513062523212,0.001070513062523212
einv_constr-DHN_SOLAR,0.001051275730013636,0.001051275730013636
einv_constr-PYROLYSIS_TO_FUELS,0.001023787507670291,0.001023787507670291
einv_constr-BATT_LI,0.0010225415261866794,0.0010225415261866794
einv_constr-TRUCK_METHANOL,0.0008706969222672009,0.0008706969222672009
einv_constr-BIOMASS_TO_HVC,0.0008668338660973941,0.0008668338660973941
einv_constr-DEC_SOLAR,0.0008606620748372344,0.0008606620748372344
einv_constr-HABER_BOSCH,0.0008580480157895162,0.0008580480157895162
SERVICES-HEAT_LOW_T_HW,0.000844571698594684,0.000844571698594684
einv_constr-IND_BOILER_GAS,0.0008238908243695807,0.0008238908243695807
einv_constr-DHN_BOILER_WOOD,0.0007575393512943671,0.0007575393512943671
einv_constr-IND_BOILER_COAL,0.0007217117791315565,0.0007217117791315565
einv_constr-CCGT_AMMONIA,0.0006614146391631425,0.0006614146391631425
einv_constr-HYDRO_RIVER,0.0006043229711115093,0.0006043229711115093
SERVICES-ELECTRICITY,0.000594489282366244,0.000594489282366244
einv_constr-METHANE_TO_METHANOL,0.0005811994304761298,0.0005811994304761298
einv_constr-SYN_METHANOLATION,0.0005743186700020832,0.0005743186700020832
einv_op-AMMONIA_RE,0.0005470537776830439,0.0005470537776830439
einv_constr-IND_BOILER_WOOD,0.000532187242692196,0.000532187242692196
einv_constr-GEOTHERMAL,0.0004951564166193053,0.0004951564166193053
einv_constr-SMR,0.0004883881909922374,0.0004883881909922374
