,First-order Sobol indices,Total-order Sobol indices
einv_constr-CAR_BEV,0.25929544978494257,0.28316430779128887
f_max-NUCLEAR,0.1741496462717821,0.19370679674879637
other-share_mobility_public_max,0.09030639926597706,0.09270599364574415
einv_constr-PV,0.06503874562627042,0.07198167376336037
avail-WOOD,0.04248541589704201,0.0462771345324251
einv_constr-CAR_NG,0.01728100654327285,0.040316103140907555
einv_op-GAS,0.03503531846969713,0.03972654942710648
f_max-WIND_OFFSHORE,0.03076736009806215,0.03365014859138444
einv_op-GAS_RE,0.01620348158488611,0.0318433866192526
avail-WET_BIOMASS,0.025408580804411954,0.029293558591740914
c_pt-PV,0.021547460416392352,0.027435733270554482
f_max-WIND_ONSHORE,0.021458327855110124,0.023892679716484327
f_max-DHN_DEEP_GEO,0.018238670402426285,0.02018831191890399
einv_op-METHANOL,0.015691453959651193,0.01731036665091375
einv_op-ELECTRICITY,0.013120842636677872,0.014421664188150062
einv_op-URANIUM,0.008551571036088586,0.014197766356674357
einv_op-WET_BIOMASS,0.00905076753162408,0.01305191423704276
c_pt-Wind_onshore,0.008419852855805226,0.010693656433421038
c_pt-Wind_offshore,0.007275085581657218,0.010176185896104426
einv_constr-TRUCK_ELEC,0.005479351556866409,0.007700399038802806
einv_constr-H2_ELECTROLYSIS,2.429358439639162e-05,0.005400969539978497
other-share_freight_boat_max,0.001206155674190617,0.005125956803126932
einv_constr-DHN_DEEP_GEO,0.0003402527475814594,0.004038585528603003
einv_constr-WIND_ONSHORE,0.0011967051670154015,0.003941776448822482
einv_op-WOOD,0.001790835503463547,0.0035970261882291863
einv_op-LFO,3.4288077985676274e-05,0.00335848567719496
einv_op-BIODIESEL,0.00020056340584202292,0.0032729542659263467
einv_op-AMMONIA,0.00043896675862880837,0.0031656136518065743
einv_constr-METHANE_TO_METHANOL,5.622444344338613e-05,0.0028221008798949305
einv_constr-DHN_COGEN_WASTE,4.398314877430734e-05,0.002804898198573422
einv_constr-CCGT_AMMONIA,6.881003772980568e-05,0.0027925346379841366
INDUSTRY-ELECTRICITY,6.826926980376643e-05,0.0027727832666611493
einv_constr-CAR_HEV,0.0004725689809031922,0.002714498782655856
einv_constr-IND_BOILER_COAL,6.46093730868603e-05,0.002655523068459898
einv_constr-IND_BOILER_OIL,4.3449350465534655e-05,0.00235818057593114
TRANSPORTATION-MOBILITY_FREIGHT,2.1609376693332993e-05,0.0022987786172023895
INDUSTRY-NON_ENERGY,3.5166387236648864e-06,0.002264856440480978
einv_constr-TRUCK_NG,8.633284971399665e-05,0.002192423937970022
einv_constr-IND_BOILER_WASTE,2.526302540846939e-06,0.0021020777887977293
einv_constr-DEC_ADVCOGEN_GAS,9.933619973321879e-05,0.001956272771393869
einv_constr-GAS_TO_HVC,9.344664338744792e-06,0.001918616184041824
other-share_freight_train_max,0.0007160311737067451,0.0018949512151014492
HOUSEHOLDS-HEAT_LOW_T_HW,1.3214906591106432e-05,0.001886610850030392
einv_constr-DHN_COGEN_GAS,6.844603250359847e-05,0.0018299309002320313
TRANSPORTATION-MOBILITY_PASSENGER,7.194343259110051e-05,0.0017296947119478897
einv_constr-CAR_FUEL_CELL,4.730922496135846e-05,0.0017018562314413273
einv_op-H2,6.374185275238233e-06,0.0016560836316729085
SERVICES-LIGHTING,3.643824044960736e-05,0.0016425544166898676
einv_constr-PYROLYSIS_TO_LFO,1.3587071558641188e-05,0.0015778753264835224
einv_constr-TRUCK_FUEL_CELL,1.6333026179573728e-05,0.0015628294040003533
einv_constr-IND_COGEN_WOOD,2.1126862454066193e-05,0.0015505340295588102
einv_constr-DEC_BOILER_WOOD,0.0001372547755989228,0.001483927961695094
INDUSTRY-HEAT_LOW_T_HW,9.086348280946198e-06,0.001401599820756805
einv_constr-DHN_COGEN_WOOD,8.672587721648723e-06,0.0013363506484156663
einv_constr-DEC_BOILER_OIL,2.2298277425342456e-05,0.0011904111601782638
