,First-order Sobol indices,Total-order Sobol indices
einv_op-GAS_RE,0.527217812770892,0.527217812770892
f_max-NUCLEAR,0.0794654266350733,0.0794654266350733
einv_constr-CAR_BEV,0.052574897829302254,0.052574897829302254
other-share_mobility_public_max,0.030614329882175,0.030614329882175
avail-WOOD,0.027848500116295347,0.027848500116295347
avail-WET_BIOMASS,0.025922860370344893,0.025922860370344893
einv_constr-CAR_NG,0.015359055287700901,0.015359055287700901
einv_constr-BIO_HYDROLYSIS,0.01458240945379505,0.01458240945379505
einv_constr-PV,0.01457863857727102,0.01457863857727102
einv_op-URANIUM,0.013041065298404689,0.013041065298404689
c_pt-Wind_onshore,0.01104753809885374,0.01104753809885374
einv_constr-DHN_COGEN_WOOD,0.010192975409898459,0.010192975409898459
INDUSTRY-NON_ENERGY,0.010000317740286573,0.010000317740286573
einv_constr-GAS_TO_HVC,0.008740482242955774,0.008740482242955774
f_max-DHN_DEEP_GEO,0.00859712635195619,0.00859712635195619
c_pt-PV,0.007262061660147382,0.007262061660147382
INDUSTRY-ELECTRICITY,0.007125189917400049,0.007125189917400049
HOUSEHOLDS-ELECTRICITY,0.0057292147835764345,0.0057292147835764345
f_max-WIND_OFFSHORE,0.00512947022776708,0.00512947022776708
einv_constr-IND_BOILER_OIL,0.004531497184668537,0.004531497184668537
einv_constr-BUS_COACH_FC_HYBRIDH2,0.004478373108613488,0.004478373108613488
einv_op-BIODIESEL,0.004474800165759262,0.004474800165759262
einv_constr-DEC_ADVCOGEN_GAS,0.0042730068887199945,0.0042730068887199945
einv_constr-AMMONIA_TO_H2,0.004032892439894477,0.004032892439894477
einv_op-METHANOL,0.003927624557814044,0.003927624557814044
einv_constr-SYN_METHANOLATION,0.0037854371212375807,0.0037854371212375807
HOUSEHOLDS-HEAT_LOW_T_HW,0.003678989094978571,0.003678989094978571
einv_constr-DEC_BOILER_OIL,0.0036777978505171728,0.0036777978505171728
einv_op-WET_BIOMASS,0.0036506525948136557,0.0036506525948136557
f_max-WIND_ONSHORE,0.003636753465968491,0.003636753465968491
einv_constr-IND_COGEN_WOOD,0.0034350298558892822,0.0034350298558892822
einv_constr-GASIFICATION_SNG,0.003433702512683785,0.003433702512683785
einv_constr-WIND_ONSHORE,0.0034336447742864184,0.0034336447742864184
einv_constr-DHN_COGEN_WASTE,0.0031269275554832617,0.0031269275554832617
einv_op-METHANOL_RE,0.0028948235877709534,0.0028948235877709534
einv_op-ELECTRICITY,0.002627514795881739,0.002627514795881739
einv_constr-DHN_COGEN_WET_BIOMASS,0.0025562344403469725,0.0025562344403469725
einv_constr-DEC_HP_ELEC,0.0022164457086794004,0.0022164457086794004
TRANSPORTATION-MOBILITY_PASSENGER,0.0021233835059722437,0.0021233835059722437
einv_op-DIESEL,0.00209303109574657,0.00209303109574657
einv_constr-TRUCK_NG,0.002050429655459037,0.002050429655459037
einv_constr-OIL_TO_HVC,0.001999804604099453,0.001999804604099453
einv_constr-TRUCK_ELEC,0.0019414655986844933,0.0019414655986844933
HOUSEHOLDS-HEAT_LOW_T_SH,0.001886790007619802,0.001886790007619802
einv_constr-BIOMASS_TO_METHANOL,0.00188528089722518,0.00188528089722518
c_pt-Wind_offshore,0.0017489556768426637,0.0017489556768426637
SERVICES-ELECTRICITY,0.0016363451699985348,0.0016363451699985348
einv_constr-SMR,0.0016149169936226708,0.0016149169936226708
einv_constr-DHN_BOILER_GAS,0.0015327334932552649,0.0015327334932552649
other-import_capacity,0.0015084037806365593,0.0015084037806365593
TRANSPORTATION-MOBILITY_FREIGHT,0.001408735311479388,0.001408735311479388
einv_constr-DEC_DIRECT_ELEC,0.0013715447142940295,0.0013715447142940295
einv_constr-TRAIN_FREIGHT,0.001360279340908556,0.001360279340908556
